伶	龄,冷,铃,另,磷,邻,陵,灵,玲,凝,林,零,临,怜,领,令,凌,岭
拎	淋,龄,冷,铃,另,您,磷,邻,陵,灵,玲,林,零,临,怜,领,令,凌,岭
杆	杠,看,干,港,感,甘,堪,肝,赶,坎,敢,刊,岗,刚,纲,砍,钢
疏	诉,束,数,蔬,淑,署,树,叔,宿,枢,肃,输,术,属,抒,俗,素,书,鼠,熟,舒,速,苏,塑,述,竖,殊
束	诉,疏,数,蔬,淑,署,树,叔,宿,枢,肃,输,术,属,抒,俗,素,书,鼠,熟,舒,速,苏,塑,述,竖,殊
蚀	市,实,司,寺,尸,四,使,拾,室,适,食,世,私,是,施,逝,势,死,识,师,石,试,诗,始,释,斯,撕,十,湿,思,式,似,士,示,氏,丝,史,事,饲,视,驶,时,饰,失
班	榜,斑,琴,板,邦,膀,半,傍,伴,帮,棒,搬,扮,办,版,颁,王,狂,般
垦	坑,跟,肯,恨,狼,娘,狠,根,恳
楷	概,慨,改,谐,钙,皆,盖,溉,该,开,凯
祖	阻,柱,煮,驻,租,贮,嘱,主,祝,助,筑,珠,足,住,竹,铸,逐,组,诸,猪,朱,株,族,注
痢	逆,黎,厉,梨,理,李,利,立,离,礼,吏,厘,莉,历,哩,隶,你,丽,拟,尼,励,力,里,泥,日,例,粒,璃
躯	取,屈,趣,驱,渠,欧,区,去,曲,趋
项	享,宪,显,乡,象,献,鲜,线,香,县,贤,想,现,翔,祥,箱,掀,橡,相,腺,弦,仙,嫌,响,详,险,限,先,纤,陷,像,湘,向,闲
懈	鞋,写,些,协,卸,斜,谐,携,械,歇,泄,胁,邪,谢
羔	高,搞,靠,告,考,稿
敛	梁,凉,谅,良,链,辆,恋,亮,连,练,炼,联,两,怜,廉,粮,念,莲,年,量,帘,脸
捻	娘,链,恋,连,练,炼,联,怜,廉,念,莲,年,帘,脸
榴	柳,纽,流,瘤,硫,刘,牛,留,溜,扭,六
桩	状,壮,赚,转,装,撞,砖,庄,专
纵	忠,仲,从,终,众,重,总,宗,种,综,钟,衷,丛,中,踪,肿
逛	广,贯,惯,罐,光,况,框,官,观,冠,管,灌,关,馆,狂,矿
蟀	帅,甩,摔,率,衰
胜	生,审,渗,婶,伸,升,身,绳,肾,省,什,慎,圣,声,申,牲,神,剩,深,沈,僧,甚,盛
茂	茅,貌,帽,冒,毛,贸,猫,矛
蘑	墨,陌,魔,莫,默,抹,模,漠,膜,摸,磨,摩,末,沫
控	功,宫,巩,工,孔,贡,弓,供,空,共,公,攻,恐,恭
韭	舅,究,旧,久,酒,救,九,纠,就
凰	荒,缓,皇,惶,幻,煌,环,欢,黄,患,换,晃,慌,唤
尼	逆,黎,厉,梨,理,李,利,立,离,礼,吏,厘,莉,历,哩,隶,你,丽,拟,励,力,里,泥,例,粒,璃
雷	泪,霜,蕾,类,勒,雨,内,累,雾,雪
骚	稍,扫,梢,少,嫂,绍,哨,烧
夯	含,杭,妨,房,寒,防,汉,仿,航,纺,方,罕,喊,涵,韩,放,芳,函,访,旱,汗
霜	湘,雨,雷,箱,相,爽,双,雾,雪
料	辽,疗,鸟,僚,尿,斗,聊,抖,科
献	享,项,宪,显,乡,象,鲜,线,香,县,贤,想,现,翔,祥,箱,掀,橡,相,腺,弦,仙,嫌,响,详,险,限,先,纤,陷,像,湘,向,闲
祝	阻,柱,煮,驻,租,贮,嘱,主,助,筑,珠,足,住,竹,铸,逐,组,祖,诸,猪,朱,株,族,注
老	闹,牢,扰,捞,脑,恼,劳,饶,绕
柑	杠,看,干,港,感,甘,堪,肝,赶,坎,敢,刊,岗,刚,纲,甜,杆,砍,钢
纱	沙,萨,刹,少,洒,杀,啥,妙,抄,撒,厦,砂,傻
签	前,千,强,潜,迁,验,脸,钱,歉,谦,遣,墙,检,欠,腔,险,抢,浅,铅,牵,枪
吵	巢,超,操,朝,抄,曹,槽,草,潮
寒	凡,含,范,杭,泛,犯,饭,反,汉,航,贩,罕,烦,番,繁,赛,返,塞,翻,喊,涵,韩,函,旱,汗
甸	奠,垫,典,淀,电,殿,店,点,颠,句
霸	爸,拔,八,坝,叭,吧,罢,把,巴
绪	煮,序,吁,需,署,许,叙,须,者,徐,蓄,赌,都,诸,续,虚,堵
操	巢,超,朝,抄,曹,槽,藻,吵,草,潮,燥
绍	稍,扫,梢,少,嫂,哨,烧
玉	与,裕,育,愚,誉,语,豫,遇,雨,宇,愉,喻,于,愈,渔,预,余,予,欲,寓,域,郁,狱,娱,羽,舆,鱼,御,浴
粗	础,储,初,出,楚,促,畜,触,厨,处,除
刹	沙,纱,萨,洒,杀,啥,撒,厦,砂,傻
婚	浑,魂,昏,混
管	广,贯,馆,惯,灌,宽,官,罐,观,冠,关,光,款
荫	鹰,英,映,姻,吟,赢,影,因,迎,殷,隐,盈,应,印,阴,引,硬,营,颖,婴,音,饮,银
儿	耳,而,尔,二
圾	基,挤,集,济,鸡,寂,脊,际,机,既,疾,祭,技,吸,及,辑,吉,迹,级,急,极,积,饥,即,几,击,己,绩,肌,激,忌,计,季,继,寄,籍,剂,记,纪
锡	晰,戏,袭,析,悉,稀,习,吸,希,席,踢,西,嘻,细,隙,夕,息,溪,牺,系,惜,易,洗,喜,媳
毫	耗,豪,浩,好,号,毛
茄	驾,夹,架,家,嫁,佳,钾,甲,假,加,嘉,贾,稼,价
世	市,实,司,寺,尸,四,使,拾,室,适,食,私,是,施,逝,势,死,识,师,石,试,诗,始,释,蚀,斯,撕,十,湿,思,式,似,士,示,氏,丝,蝶,史,事,饲,视,驶,时,饰,失,泄
烧	嫂,绍,梢,饶,稍,哨,炎,煤,灾,绕,扫,少,火
拇	亩,木,牧,姆,墓,幕,慕,穆,目,母
树	诉,疏,束,数,蔬,淑,署,叔,宿,枢,肃,输,术,属,抒,俗,素,书,鼠,熟,舒,速,苏,塑,述,竖,殊
祠	词,次,池,齿,瓷,刺,磁,持,驰,此,辞,耻,斥,尺,迟,慈,吃,翅,雌,赤
能	嫩,愣,冷
冈	杠,干,港,康,感,甘,肝,赶,敢,岗,刚,纲,抗,杆,钢,炕
圣	生,审,渗,婶,伸,升,身,绳,肾,省,什,慎,声,申,牲,神,剩,深,沈,僧,胜,甚,盛
祸	货,伙,惑,或,霍,锅,获,活,火
到	致,盗,倒,岛,稻,导,蹈,刀,至,道
菱	淋,龄,铃,另,磷,邻,陵,灵,玲,凝,林,零,临,领,令,凌,岭,宁
样	群,焰,氧,鲜,阳,厌,严,言,养,验,颜,洋,央,沿,宴,燕,咽,秧,扬,盐,研,眼,炎,艳,烟,延,演,杨,详,掩,衍,仰,羊,岩
砸	咋,炸,杂,扎
梢	嫂,绍,烧,稍,肖,悄,哨,扫,销,少,硝,消
链	梁,金,凉,谅,良,钱,键,铜,辆,恋,亮,连,练,炼,联,两,怜,廉,针,粮,念,莲,年,量,帘,脸
倒	致,盗,岛,稻,导,蹈,刀,到,至,道
蜀	诉,疏,束,数,蔬,淑,署,树,叔,宿,枢,肃,输,术,属,抒,俗,素,书,鼠,熟,舒,速,苏,塑,述,竖,殊
谋	某,煤,媒
认	忍,仁,任,仍,扔,人
广	贯,惯,罐,光,况,框,官,观,冠,管,灌,关,馆,狂,矿
炫	悬,选,旋,玄,宣
庞	判,盼,拢,笼,盘,叛,潘,攀,旁,龙,垄,胖
崭	暂,账,展,粘,章,长,占,掌,涨,障,渐,仗,张,咱,战,沾,丈,胀,赞,帐,站
溯	诉,疏,束,数,蔬,淑,署,树,叔,宿,枢,肃,输,术,属,抒,俗,素,书,鼠,熟,舒,速,苏,塑,述,竖,殊
抢	前,千,强,潜,迁,钱,歉,谦,仓,遣,墙,白,欠,腔,签,浅,铅,牵,枪
耳	职,而,尔,儿,联,耸,耻,二
钱	前,千,强,金,潜,线,迁,链,歉,键,铜,残,谦,遣,墙,欠,腔,针,签,抢,浅,铅,践,牵,枪
刺	词,次,池,齿,瓷,磁,持,驰,此,辞,耻,斥,尺,迟,慈,吃,翅,雌,赤
歼	碱,蒋,讲,匠,简,见,减,尖,箭,键,降,姜,剪,渐,奖,剑,件,健,建,江,疆,检,坚,将,兼,监,肩,鉴,间,艰,舰,僵,践,奸,浆
太	台,抬,泰,胎,态
桐	筒,痛,童,桶,通,统,铜,同
煌	荒,缓,皇,惶,幻,环,欢,黄,患,换,晃,慌,唤
汛	训,讯,旬,寻,迅,询,逊,循,巡
津	禁,净,静,惊,金,京,敬,近,精,劲,锦,筋,镜,晋,境,景,竟,浸,尽,巾,经,井,律,茎,警,颈,竞,进,仅,睛,晶,紧,谨,今,径,斤
拨	玻,勃,脖,博,播,膊,波,剥,驳,搏,伯,卜
锄	础,储,粗,初,出,楚,促,畜,触,厨,处,除
妒	渡,杜,户,督,赌,独,毒,炉,房,堵,读,肚,度,驴
戊	物,吴,五,乌,雾,舞,屋,无,务,污,悟,午,伍,呜,武,吾,误
婿	许,序,叙,续,蓄,须,需,徐,虚,吁,绪
疚	舅,究,旧,久,酒,救,九,纠,就
业	叶,野,爷,夜,冶,也,液,页
务	物,吴,五,乌,雾,舞,屋,无,污,悟,午,伍,呜,武,吾,误
逼	副,闭,笔,比,彼,毕,幅,壁,蔽,鼻,碧,必,币,弊,福,避,臂
示	市,实,司,寺,尸,四,使,拾,室,适,食,世,私,祭,是,施,逝,势,死,识,师,石,试,诗,始,释,蚀,斯,撕,十,湿,思,票,式,似,士,氏,丝,史,事,饲,视,驶,时,饰,失,标
榨	咋,炸,杂,扎
欧	驱,躯,区,偶
亢	杠,看,港,康,堪,坑,坎,刊,岗,刚,纲,抗,砍,钢,炕
鲁	努,辱,录,怒,炉,儒,如,露,芦,入,奴,陆,路,乳,碌,卢,鹿
平	频,苹,品,凭,拼,屏,瓶,萍,贫,评
悬	选,旋,玄,宣
措	猎,错,蜡,借,惜,腊
侨	乔,悄,敲,巧,桥,瞧
煽	上,衫,赏,珊,陕,三,商,散,善,伤,闪,山,扇,尚
限	享,项,宪,显,乡,象,献,鲜,线,香,县,贤,想,现,翔,祥,箱,掀,橡,相,腺,弦,仙,嫌,响,详,险,先,纤,陷,像,湘,向,闲
齐	挤,汽,济,期,岂,骑,凄,栖,棋,气,奇,旗,起,其,弃,歧,器,企,漆,戚,剂,七,契,启,妻,欺
悠	游,友,优,由,又,邮,犹,油,幽,右,忧,有,诱,幼,尤
各	葛,格,隔,课,个,歌,棵,哥,可,革,胳,壳,阁,克,科,割,渴,洛,客,鸽,颗,络,路,刻,戈
急	基,挤,集,济,鸡,寂,脊,际,机,既,疾,祭,技,及,隐,辑,吉,迹,级,极,积,饥,即,几,击,己,绩,肌,稳,激,忌,计,季,继,寄,籍,剂,记,纪
月	曰,朋,越,膊,育,岳,约,背,悦,跃,脊,阅
卿	轻,庆,琴,侵,晴,请,倾,清,氢,亲,青,情,勤,秦
分	冯,风,狠,疯,蜂,份,锋,氛,缝,很,芬,峰,粉,封,凤,奉,丰,粪,奋,恨,愤,逢,坟,纷,痕
晰	戏,袭,近,析,悉,稀,习,吸,希,席,西,浙,嘻,锡,细,隙,夕,息,溪,牺,系,拆,惜,哲,折,洗,喜,媳,斤
泵	奔,笨,本
瓦	娃,哇,挖,蛙
跳	条,挑
焦	胶,骄,郊,角,搅,脚,较,缴,教,交,轿,娇,叫
恒	冯,风,狠,宣,疯,蜂,衡,锋,缝,很,峰,封,凤,奉,丰,横,恨,哼,逢,痕
椅	异,逸,役,医,抑,毅,义,一,益,议,疑,亦,乙,奇,姨,宜,蚁,移,译,疫,谊,亿,已,衣,依,遗,矣,易,仪,以,艺,伊,意,忆,翼
点	奠,垫,典,淀,电,殿,店,颠
履	绿,覆,女,虑,旅,铝,率,吕,律,氯,复,驴
坎	看,干,康,感,堪,甘,肝,赶,敢,刊,抗,吹,欢,欠,杆,砍,饮,炕
诬	物,吴,五,乌,雾,舞,屋,无,务,污,悟,午,伍,呜,武,吾,误
肩	碱,蒋,讲,匠,简,见,减,尖,箭,键,降,姜,剪,渐,奖,剑,件,健,建,江,疆,检,坚,将,兼,监,鉴,间,艰,舰,僵,践,奸,歼,浆
专	状,壮,赚,转,装,撞,砖,钻,庄
宿	诉,疏,束,数,蔬,淑,署,树,叔,枢,肃,输,术,缩,属,抒,俗,素,书,鼠,熟,舒,速,苏,塑,述,竖,殊
甫	抚,扶,忽,副,服,湖,富,糊,铺,乎,赋,复,夫,傅,妇,覆,幅,肤,呼,父,佛,辅,搏,伏,付,胡,符,户,互,弗,腹,赴,咐,缚,浮,捕,府,福,膊,护,虎,腐,辐,负,附
鸯	焰,氧,阳,厌,严,言,养,验,颜,洋,央,沿,样,宴,燕,咽,秧,扬,盐,研,眼,炎,艳,烟,延,演,杨,掩,衍,仰,羊,岩
刮	括,瓜,乱,夸,寡,挂,舌,跨
钮	柳,纽,流,瘤,丑,硫,刘,牛,留,溜,扭,六
概	既,慨,改,钙,盖,溉,该,开,凯
叮	顶,打,丁,盯,钉,定,订
踢	体,锡,易,替,题,梯,提
兼	碱,蒋,讲,匠,简,见,减,尖,箭,歉,键,降,姜,剪,渐,谦,奖,剑,件,健,建,江,嫌,疆,检,坚,廉,将,监,赚,肩,鉴,间,艰,舰,僵,践,奸,歼,浆
淀	奠,垫,典,电,殿,店,点,颠
指	字,执,肢,滞,址,姿,致,稚,旨,志,直,滋,制,脂,织,支,汁,知,纸,资,兹,自,职,止,质,紫,芝,值,智,之,置,秩,治,子,至,殖,植,只,枝
再	摘,窄,寨,宰,灾,在,载,宅,债,仔,栽
囱	匆,从,聪,冲,崇,充,丛,虫
贬	变,遍,辩,扁,编,辨,鞭,便,边
关	广,贯,馆,惯,灌,宽,官,罐,观,冠,管,光,款
忿	冯,风,狠,疯,蜂,份,锋,氛,缝,很,芬,峰,粉,封,凤,奉,丰,粪,奋,恨,愤,逢,分,坟,纷,痕
越	超,曰,趣,起,趟,徒,岳,约,悦,跃,月,走,阅,趋
莉	逆,黎,厉,梨,理,李,利,立,离,礼,吏,厘,历,哩,隶,你,丽,拟,尼,励,力,里,泥,日,例,粒,璃
充	匆,从,聪,冲,崇,丛,虫
相	享,项,霜,宪,显,乡,象,献,鲜,线,香,县,贤,想,现,翔,祥,箱,掀,橡,腺,弦,仙,嫌,响,详,险,限,先,纤,陷,像,湘,向,闲
括	国,扩,过,刮,乱,郭,锅,裹,果,阔,舌
嘴	最,罪,醉,追
死	市,实,司,寺,尸,四,使,拾,室,适,食,世,私,是,施,逝,势,识,师,石,试,诗,始,释,蚀,斯,撕,十,湿,思,式,似,士,示,氏,丝,史,事,饲,视,驶,时,饰,失
铲	阐,缠,惨,参,肠,厂,唱,尝,偿,残,昌,蚕,场,畅,倡,常,禅,颤,餐,产
崖	芽,押,鸭,挂,娃,压,哑,桂,牙,蛙,亚,雅,封,佳,鸦,呀
皓	耗,豪,浩,好,号,毫
蜒	焰,氧,阳,厌,严,言,养,验,颜,洋,央,沿,样,宴,燕,咽,秧,扬,盐,研,诞,眼,炎,艳,烟,延,演,杨,掩,衍,仰,羊,岩
灰	绘,辉,汇,毁,碳,炭,回,慧,惠,恢,挥,徽,会,悔
弧	抚,扶,忽,副,服,湖,富,糊,乎,赋,复,夫,傅,妇,覆,幅,肤,呼,父,佛,辅,伏,付,胡,符,户,互,弗,腹,赴,咐,缚,浮,府,福,护,虎,腐,辐,负,甫,附
滇	奠,垫,典,淀,电,殿,店,点,颠
橄	杠,看,干,港,感,甘,堪,肝,赶,坎,敢,刊,岗,刚,纲,杆,砍,钢
侈	词,次,池,齿,够,瓷,刺,磁,持,驰,此,辞,耻,移,多,斥,尺,迟,慈,吃,翅,雌,赤
院	源,员,元,愿,远,原,渊,怨,圆,援,冤,园,缘,袁
动	冻,懂,历,运,洞,励,力,劫,冬,边,云,东,董
滤	绿,女,虑,旅,铝,率,履,吕,律,氯,驴
惑	货,祸,伙,或,霍,获,活,火
委	畏,慰,胃,惟,威,味,围,危,伟,未,为,位,伪,谓,尾,卫,维,纬,微,魏,喂,唯,违
鹤	喝,鸣,盒,合,鸟,鹅,何,贺,荷,岛,赫,呵,河,核,和
哉	摘,窄,寨,宰,再,灾,在,载,宅,债,仔,栽
段	短,锻,断,端
俯	抚,扶,忽,副,服,湖,富,糊,乎,赋,复,夫,傅,妇,覆,幅,肤,呼,父,佛,辅,伏,付,胡,符,户,互,弗,腹,赴,咐,缚,浮,府,福,护,虎,腐,辐,负,甫,附
宴	焰,氧,阳,厌,严,言,养,验,颜,洋,央,沿,样,燕,咽,秧,扬,盐,研,眼,炎,艳,烟,延,演,杨,掩,衍,仰,羊,岩
丘	球,求,秋
遇	与,裕,玉,育,愚,誉,语,豫,雨,宇,愉,喻,于,愈,渔,预,余,予,欲,寓,域,郁,狱,娱,羽,舆,鱼,御,浴
梁	凉,谅,娘,良,链,辆,恋,亮,连,练,炼,联,两,怜,廉,粮,莲,量,帘,脸
疗	辽,鸟,料,僚,尿,聊,疼,病,瘦
没	股,设,美,妹,投,役,梅,般,枚,煤,每,霉,眉,媒
施	市,实,司,寺,尸,四,使,拾,室,适,食,世,也,私,驰,是,逝,势,死,识,师,石,试,诗,始,释,蚀,斯,撕,十,湿,思,式,似,士,示,氏,丝,史,事,饲,视,驶,时,饰,失
蛤	罚,伐,哈,阀,乏,法,发
免	勉,面,挽,晚,逸,棉,绵,眠
赖	奈,莱,来,乃,奶,耐
砾	逆,黎,厉,梨,理,李,利,立,离,礼,吏,厘,莉,历,哩,隶,你,丽,乐,拟,尼,励,力,里,泥,日,例,粒,璃
央	焰,氧,映,阳,厌,严,言,养,验,颜,洋,沿,样,宴,燕,咽,秧,扬,盐,研,眼,炎,艳,烟,延,演,杨,掩,衍,仰,羊,岩
房	凡,炉,范,杭,泛,犯,妨,饭,反,仿,航,纺,驴,方,贩,户,烦,番,繁,返,翻,放,芳,防,访
必	闭,笔,比,彼,逼,毕,壁,蔽,鼻,蜜,碧,密,秘,币,弊,避,臂
蕉	胶,骄,郊,焦,角,搅,脚,较,缴,教,交,轿,娇,叫
氢	轻,庆,琴,侵,晴,请,倾,清,亲,青,情,勤,秦
缀	嘴,最,罪,醉,追
殴	偶,欧
瞩	阻,柱,煮,驻,租,贮,嘱,主,祝,助,筑,珠,足,住,竹,铸,逐,组,祖,诸,猪,朱,株,族,注
魔	默,莫,漠,摸,麻,沫,陌,膜,摩,末,墨,抹,模,磨
招	遭,造,罩,爪,灶,找,早,兆,藻,召,照,燥,糟,赵
截	借,界,介,街,姐,皆,劫,捷,戒,届,杰,接,洁,竭,阶,节,结,解,揭
旱	凡,含,范,杭,泛,犯,饭,寒,反,汉,航,贩,罕,烦,番,繁,返,翻,喊,涵,韩,函,汗
饰	市,实,司,寺,尸,四,使,拾,室,适,食,世,私,是,施,逝,势,死,识,师,石,试,诗,始,释,蚀,斯,撕,十,湿,思,式,似,士,示,氏,丝,史,事,饲,视,驶,时,失
地	德,的,得
逮	呆,绿,代,录,剥,戴,袋,碌,带,待,贷
姻	鹰,英,映,吟,赢,影,因,迎,殷,隐,盈,应,印,阴,引,硬,营,颖,婴,音,饮,银
待	呆,代,诗,寺,逮,戴,特,袋,等,带,贷,持
陷	享,项,宪,显,乡,象,献,鲜,线,香,县,贤,想,现,翔,祥,箱,掀,橡,相,腺,弦,仙,嫌,响,详,险,限,先,纤,像,湘,向,闲
怒	努,录,鲁,露,炉,路,鹿,芦,碌,奴,卢,陆
害	海,咳,还,孩
萤	鹰,英,映,姻,吟,赢,影,因,迎,殷,隐,盈,应,印,阴,引,硬,营,颖,婴,音,饮,银
贻	异,逸,役,医,抑,毅,义,一,益,议,疑,亦,乙,姨,宜,蚁,椅,移,译,疫,谊,亿,已,衣,依,遗,矣,易,仪,以,艺,伊,意,忆,翼
涮	酸,霜,爽,双,算
徊	怀,坏,淮
损	员,瞬,顺,孙
赚	谦,状,壮,转,装,撞,砖,歉,嫌,钻,兼,廉,庄,专
苞	保,胞,暴,包,炮,宝,堡,泡,饱,抱,薄,爆,报,跑
氓	忙,蛮,漫,茫,慢,曼,盲,满
草	巢,超,操,朝,抄,曹,槽,吵,潮
医	异,逸,役,抑,毅,义,一,益,议,疑,亦,乙,姨,宜,蚁,椅,移,译,疫,谊,亿,已,衣,依,遗,矣,易,仪,以,艺,伊,意,忆,翼
雾	物,吴,霜,五,乌,雨,舞,屋,无,务,污,悟,午,伍,呜,雷,武,雪,吾,误
沙	纱,萨,刹,少,洒,杀,啥,妙,抄,撒,厦,砂,傻
滩	坦,躺,谈,倘,堂,难,碳,糖,炭,探,贪,坛,塘,汤,唐,趟,叹,摊
垃	钠,立,粒,辣,拉,娜,蜡,拿,站,哪,啦,那,呐,纳,腊
躁	招,遭,造,罩,爪,灶,找,早,兆,藻,召,照,燥,操,糟,赵
盾	敦,顿,蹲,吨
耸	宋,职,耳,松,联,送,耻,颂,讼
侍	市,实,司,寺,尸,四,使,拾,室,适,食,世,私,是,施,逝,势,死,识,师,石,试,诗,始,释,蚀,斯,撕,十,湿,思,式,似,士,示,等,特,氏,丝,史,事,饲,视,驶,时,饰,失,待,持
昔	晰,猎,戏,袭,借,析,悉,腊,稀,习,吸,希,席,西,嘻,锡,细,隙,夕,息,溪,牺,系,惜,错,蜡,措,洗,喜,媳
兄	胸,熊,凶,雄
腔	前,千,强,潜,迁,钱,歉,谦,遣,墙,欠,签,抢,浅,铅,牵,枪
过	括,国,扩,寸,守,郭,锅,村,讨,裹,衬,时,对,果,阔,付
籍	基,挤,集,济,鸡,寂,脊,际,机,既,疾,祭,技,及,辑,吉,迹,级,急,极,积,饥,即,几,击,己,绩,肌,激,忌,计,季,继,寄,剂,记,纪
枚	没,美,妹,梅,煤,每,霉,眉,媒
舒	诉,疏,束,数,蔬,淑,署,树,叔,宿,枢,肃,输,术,属,抒,俗,素,书,鼠,熟,速,苏,塑,述,竖,殊
碳	坦,滩,躺,谈,倘,堂,灰,糖,炭,探,贪,坛,塘,恢,汤,唐,趟,叹,摊
宝	报,堡,薄,爆,饱,包,保,胞,抱,暴
量	梁,凉,谅,娘,良,链,辆,恋,亮,连,练,炼,联,两,怜,廉,粮,莲,帘,脸
擒	轻,庆,琴,侵,晴,请,倾,清,氢,亲,青,情,勤,秦
樱	鹰,英,映,姻,吟,赢,影,因,迎,殷,隐,盈,应,印,阴,引,硬,营,颖,婴,音,饮,银
新	醒,行,杏,兴,信,幸,欣,性,型,辛,心,姓,形,星,刑
场	阐,苍,藏,缠,肠,厂,唱,尝,偿,昌,仓,扬,畅,倡,舱,常,禅,颤,杨,汤,产
瞎	夏,下,吓,霞,峡,狭,辖
衅	醒,行,杏,兴,新,信,幸,欣,性,型,辛,心,姓,形,星,刑
绰	卓,错,措,掉,桌
颅	努,辱,录,怒,炉,儒,如,露,芦,入,奴,陆,路,鲁,乳,碌,卢,鹿
毛	茅,貌,帽,冒,茂,贸,猫,毫,矛
磕	葛,格,隔,课,个,歌,棵,哥,可,革,胳,壳,阁,克,各,科,割,渴,客,鸽,颗,刻,戈
栋	冻,懂,洞,冬,动,东,董
避	闭,笔,比,彼,逼,毕,壁,辟,蔽,辞,鼻,碧,辩,宰,必,辛,币,弊,辨,辣,臂
湾	万,汪,往,网,忘,亡,旺,完,玩,顽,望,碗,挽,晚,妄,王,弯
腻	逆,黎,厉,梨,理,李,利,立,离,礼,吏,厘,莉,历,哩,隶,你,丽,拟,尼,励,力,里,泥,例,粒,璃
席	晰,戏,袭,析,悉,稀,习,吸,希,西,嘻,锡,细,隙,夕,息,溪,牺,系,惜,洗,喜,媳
朵	躲,多,夺
惋	万,汪,往,网,湾,忘,亡,旺,完,玩,顽,望,碗,挽,晚,妄,王,弯
鉴	碱,篮,蒋,讲,匠,简,见,减,尖,箭,键,降,姜,剪,渐,奖,剑,件,健,建,江,疆,检,坚,临,将,兼,蓝,监,肩,间,艰,舰,僵,践,奸,歼,浆
鸵	托,拖,驼,脱,妥
慕	莫,亩,漠,墓,幕,母,木,牧,姆,模,穆,摸,目
亩	木,牧,姆,墓,幕,慕,穆,目,母
知	字,执,肢,滞,址,姿,致,稚,旨,志,直,滋,制,脂,织,支,汁,纸,指,资,兹,自,职,止,质,紫,芝,值,智,之,置,秩,治,子,至,殖,植,只,枝
囤	敦,顿,蹲,吨,盾
仑	论,轮,润,伦
祥	享,项,宪,显,乡,象,献,鲜,线,香,县,贤,想,现,翔,箱,掀,橡,相,腺,弦,仙,嫌,响,详,险,限,先,纤,陷,像,湘,向,闲
俊	峻,军,君,菌,均
妙	沙,纱,描,少,抄,庙,秒,苗
衙	芽,押,雅,压,哑,鸦,鸭,崖,牙,呀,亚
酵	胶,骄,郊,焦,角,搅,脚,较,缴,教,交,轿,娇,叫
慷	杠,看,港,康,堪,坎,刊,岗,刚,纲,抗,砍,钢,炕
跺	躲,多,夺,朵
拂	抚,扶,忽,副,服,湖,富,糊,乎,赋,复,夫,沸,傅,妇,覆,幅,肤,呼,父,佛,辅,伏,付,胡,符,户,互,弗,腹,赴,咐,缚,浮,府,福,护,虎,腐,辐,负,甫,附
阀	罚,伐,哈,乏,法,发
帷	畏,慰,委,胃,惟,威,味,围,危,伟,未,为,位,伪,谓,尾,卫,维,纬,微,魏,喂,唯,违
膊	博,育,剥,铺,伯,脊,玻,拨,勃,脖,播,波,搏,月,辅,驳,捕,朋,背,甫,卜
怪	块,拐,快
粘	暂,贴,账,展,章,长,占,掌,涨,障,仗,张,咱,战,沾,丈,胀,赞,帐,站
奋	冯,风,狠,疯,蜂,份,锋,氛,缝,很,芬,峰,粉,封,凤,奉,丰,粪,恨,愤,逢,分,坟,纷,痕
械	鞋,写,些,协,卸,斜,谐,携,歇,泄,胁,邪,谢
市	实,司,寺,尸,四,使,拾,室,适,食,世,私,是,施,逝,势,死,识,师,石,试,诗,始,释,蚀,斯,撕,十,湿,思,式,似,士,示,氏,丝,闹,史,事,饲,视,驶,时,饰,失
富	抚,扶,忽,副,服,湖,糊,乎,赋,复,夫,傅,妇,覆,幅,肤,呼,父,佛,辅,伏,付,胡,符,户,互,弗,腹,赴,咐,缚,浮,府,福,护,虎,腐,辐,负,甫,附
擦	叉,插,察,茶,差,查
裹	括,国,扩,过,郭,锅,果,阔
贿	绘,辉,慧,灰,惠,会,恢,汇,挥,悔,毁,徽,回
谎	荒,缓,皇,惶,幻,煌,环,欢,黄,患,换,晃,慌,唤
吨	敦,顿,蹲,盾
挠	老,闹,牢,绕,捞,脑,饶,烧,恼,劳
索	所,说,锁,缩
咽	焰,氧,阳,厌,严,言,养,验,颜,洋,央,沿,样,宴,燕,秧,扬,盐,研,眼,炎,艳,烟,延,演,杨,掩,衍,仰,羊,岩
稀	晰,戏,袭,析,悉,习,吸,希,席,西,嘻,锡,细,隙,夕,息,溪,牺,系,惜,洗,喜,媳
苏	诉,疏,束,数,蔬,淑,署,树,叔,宿,枢,肃,输,术,属,协,抒,俗,素,书,鼠,熟,胁,舒,速,塑,述,竖,殊,办
声	生,审,渗,婶,伸,升,身,绳,肾,省,什,慎,圣,申,牲,神,剩,深,沈,僧,胜,甚,盛
乏	罚,伐,哈,阀,芝,泛,法,发,之
夫	抚,扶,忽,副,服,湖,富,糊,乎,赋,大,复,傅,妇,覆,幅,肤,呼,父,佛,辅,伏,付,胡,符,户,互,弗,腹,赴,咐,缚,浮,府,福,天,护,虎,腐,辐,负,甫,附
史	市,实,司,寺,尸,四,使,拾,室,适,食,世,私,是,施,逝,势,死,识,师,石,试,诗,始,释,蚀,斯,撕,十,湿,思,式,似,士,示,氏,丝,事,饲,视,驶,时,饰,失
谤	榜,斑,板,邦,膀,半,傍,伴,帮,班,棒,搬,扮,办,版,颁,般
掘	屈,出,觉,决,绝
