бам	бам	INTERJECTION
процессен	процессный	ADJ:Short:Masc
процессна	процессный	ADJ:Short:Fem
процессная	процессный	ADJ:Posit:Fem:Nom
процессного	процессный	ADJ:Posit:Masc:R
процессного	процессный	ADJ:Posit:Masc:V
процессного	процессный	ADJ:Posit:Neut:R
процессное	процессный	ADJ:Posit:Neut:Nom
процессное	процессный	ADJ:Posit:Neut:V
процессной	процессный	ADJ:Posit:Fem:D
процессной	процессный	ADJ:Posit:Fem:P
процессной	процессный	ADJ:Posit:Fem:R
процессной	процессный	ADJ:Posit:Fem:T
процессном	процессный	ADJ:Posit:Masc:P
процессном	процессный	ADJ:Posit:Neut:P
процессному	процессный	ADJ:Posit:Masc:D
процессному	процессный	ADJ:Posit:Neut:D
процессно	процессный	ADJ:Short:Neut
процессную	процессный	ADJ:Posit:Fem:V
процессные	процессный	ADJ:Posit:PL:Nom
процессные	процессный	ADJ:Posit:PL:V
процессный	процессный	ADJ:Posit:Masc:Nom
процессный	процессный	ADJ:Posit:Masc:V
процессными	процессный	ADJ:Posit:PL:T
процессным	процессный	ADJ:Posit:Masc:T
процессным	процессный	ADJ:Posit:Neut:T
процессным	процессный	ADJ:Posit:PL:D
процессны	процессный	ADJ:Short:PL
процессных	процессный	ADJ:Posit:PL:P
процессных	процессный	ADJ:Posit:PL:R
процессных	процессный	ADJ:Posit:PL:V
пускозаряден	пускозарядный	ADJ:Short:Masc
пускозарядна	пускозарядный	ADJ:Short:Fem
пускозарядная	пускозарядный	ADJ:Posit:Fem:Nom
пускозарядного	пускозарядный	ADJ:Posit:Masc:R
пускозарядного	пускозарядный	ADJ:Posit:Masc:V
пускозарядного	пускозарядный	ADJ:Posit:Neut:R
пускозарядное	пускозарядный	ADJ:Posit:Neut:Nom
пускозарядное	пускозарядный	ADJ:Posit:Neut:V
пускозарядной	пускозарядный	ADJ:Posit:Fem:D
пускозарядной	пускозарядный	ADJ:Posit:Fem:P
пускозарядной	пускозарядный	ADJ:Posit:Fem:R
пускозарядной	пускозарядный	ADJ:Posit:Fem:T
пускозарядном	пускозарядный	ADJ:Posit:Masc:P
пускозарядном	пускозарядный	ADJ:Posit:Neut:P
пускозарядному	пускозарядный	ADJ:Posit:Masc:D
пускозарядному	пускозарядный	ADJ:Posit:Neut:D
пускозарядно	пускозарядный	ADJ:Short:Neut
пускозарядную	пускозарядный	ADJ:Posit:Fem:V
пускозарядные	пускозарядный	ADJ:Posit:PL:Nom
пускозарядные	пускозарядный	ADJ:Posit:PL:V
пускозарядный	пускозарядный	ADJ:Posit:Masc:Nom
пускозарядный	пускозарядный	ADJ:Posit:Masc:V
пускозарядными	пускозарядный	ADJ:Posit:PL:T
пускозарядным	пускозарядный	ADJ:Posit:Masc:T
пускозарядным	пускозарядный	ADJ:Posit:Neut:T
пускозарядным	пускозарядный	ADJ:Posit:PL:D
пускозарядны	пускозарядный	ADJ:Short:PL
пускозарядных	пускозарядный	ADJ:Posit:PL:P
пускозарядных	пускозарядный	ADJ:Posit:PL:R
пускозарядных	пускозарядный	ADJ:Posit:PL:V
равнодоходен	равнодоходный	ADJ:Short:Masc
равнодоходна	равнодоходный	ADJ:Short:Fem
равнодоходная	равнодоходный	ADJ:Posit:Fem:Nom
равнодоходного	равнодоходный	ADJ:Posit:Masc:R
равнодоходного	равнодоходный	ADJ:Posit:Masc:V
равнодоходного	равнодоходный	ADJ:Posit:Neut:R
равнодоходное	равнодоходный	ADJ:Posit:Neut:Nom
равнодоходное	равнодоходный	ADJ:Posit:Neut:V
равнодоходной	равнодоходный	ADJ:Posit:Fem:D
равнодоходной	равнодоходный	ADJ:Posit:Fem:P
равнодоходной	равнодоходный	ADJ:Posit:Fem:R
равнодоходной	равнодоходный	ADJ:Posit:Fem:T
равнодоходном	равнодоходный	ADJ:Posit:Masc:P
равнодоходном	равнодоходный	ADJ:Posit:Neut:P
равнодоходному	равнодоходный	ADJ:Posit:Masc:D
равнодоходному	равнодоходный	ADJ:Posit:Neut:D
равнодоходно	равнодоходный	ADJ:Short:Neut
равнодоходную	равнодоходный	ADJ:Posit:Fem:V
