# Manually added:

be; me; 1000000                         # p=0.999, r=0.819, 1000+953, 3grams, 2017-03-09
sped; aped; 100                         # p=0.995, r=0.773, 1000+66
spiced; spices; 1000000                 # p=0.996, r=0.340, 1000+1000
spiced; spices; 100000                  # p=0.995, r=0.417, 1000+1000
spied; spies; 1000000                   # p=0.998, r=0.231, 1000+1000
spied; spies; 100000                    # p=0.991, r=0.266, 1000+1000
spiked; spikes; 100000                  # p=0.990, r=0.249, 1000+1000
spike; spoke; 1000000                   # p=1.000, r=0.331, 995+997
spike; spoke; 100000                    # p=0.997, r=0.359, 995+997
spike; spoke; 10000                     # p=0.996, r=0.381, 995+997
spindled; spindles; 1000000             # p=1.000, r=0.462, 74+1000
spindled; spindles; 100000              # p=1.000, r=0.539, 74+1000
spindled; spindles; 10000               # p=0.997, r=0.609, 74+1000
spindled; spindles; 1000                # p=0.996, r=0.682, 74+1000
spindled; spindles; 100                 # p=0.995, r=0.746, 74+1000
spindled; spindles; 10                  # p=0.993, r=0.814, 74+1000
spite; spire; 1000000                   # p=1.000, r=0.640, 1000+999
spite; spire; 100000                    # p=1.000, r=0.679, 1000+999
spite; spire; 10000                     # p=1.000, r=0.735, 1000+999
spite; spire; 1000                      # p=0.999, r=0.776, 1000+999
spite; spire; 100                       # p=0.996, r=0.797, 1000+999
spitting; spotting; 1000000             # p=1.000, r=0.124, 1000+998
spitting; spotting; 100000              # p=1.000, r=0.164, 1000+998
spitting; spotting; 10000               # p=1.000, r=0.228, 1000+998
spitting; spotting; 1000                # p=0.993, r=0.295, 1000+998
splat; splay; 10000                     # p=0.992, r=0.152, 507+304
splats; splays; 1000                    # p=1.000, r=0.100, 57+63
splotched; splotches; 1000000           # p=1.000, r=0.310, 38+233
splotched; splotches; 100000            # p=1.000, r=0.446, 38+233
splotched; splotches; 10000             # p=1.000, r=0.513, 38+233
splotched; splotches; 1000              # p=1.000, r=0.627, 38+233
splotched; splotches; 100               # p=1.000, r=0.701, 38+233
splotched; splotches; 10                # p=0.995, r=0.797, 38+233
spoiling; spooling; 1000000             # p=0.995, r=0.384, 1000+148
spoiling; spooling; 100000              # p=0.992, r=0.456, 1000+148
spoil; spool; 1000000                   # p=1.000, r=0.280, 999+1000
spoil; spool; 100000                    # p=0.998, r=0.326, 999+1000
spoil; spool; 10000                     # p=0.990, r=0.397, 999+1000
sponged; sponges; 1000000               # p=0.997, r=0.563, 35+1000
sponged; sponges; 100000                # p=0.997, r=0.642, 35+1000
sponged; sponges; 10000                 # p=0.997, r=0.724, 35+1000
sponged; sponges; 1000                  # p=0.998, r=0.786, 35+1000
sponged; sponges; 100                   # p=0.993, r=0.845, 35+1000
sponged; sponges; 10                    # p=0.991, r=0.900, 35+1000
spooked; spooled; 1000000               # p=1.000, r=0.150, 487+94
spooked; spooled; 100000                # p=1.000, r=0.196, 487+94
spored; spores; 1000000                 # p=0.994, r=0.601, 501+1000
spored; spores; 100000                  # p=0.992, r=0.635, 501+1000
spore; spire; 1000000                   # p=0.995, r=0.221, 1000+999
spore; spire; 100000                    # p=0.994, r=0.260, 1000+999
spore; spire; 10000                     # p=0.993, r=0.282, 1000+999
sprats; sprays; 1000000                 # p=1.000, r=0.342, 73+1000
sprats; sprays; 100000                  # p=0.998, r=0.418, 73+1000
sprats; sprays; 10000                   # p=0.998, r=0.496, 73+1000
sprats; sprays; 1000                    # p=0.992, r=0.593, 73+1000
spreed; sprees; 1000000                 # p=0.993, r=0.312, 23+423
spreed; sprees; 100000                  # p=0.994, r=0.352, 23+423
spreed; sprees; 10000                   # p=0.994, r=0.381, 23+423
spreed; sprees; 1000                    # p=0.995, r=0.439, 23+423
spreed; sprees; 100                     # p=0.996, r=0.500, 23+423
springing; sprinting; 1000000           # p=0.994, r=0.231, 1000+1000
springing; sprinting; 100000            # p=0.993, r=0.269, 1000+1000
spruced; spruces; 1000000               # p=0.995, r=0.519, 107+255
spruced; spruces; 100000                # p=0.995, r=0.602, 107+255
spruced; spruces; 10000                 # p=0.996, r=0.707, 107+255
spruced; spruces; 1000                  # p=0.993, r=0.809, 107+255
spurred; spurted; 1000000               # p=0.998, r=0.435, 1000+68
spurred; spurted; 100000                # p=0.998, r=0.488, 1000+68
spurred; spurted; 10000                 # p=0.994, r=0.591, 1000+68
spurred; spurted; 1000                  # p=0.993, r=0.652, 1000+68
spurred; spurted; 100                   # p=0.991, r=0.724, 1000+68
spurring; spurting; 1000000             # p=0.994, r=0.178, 864+116
spurring; spurting; 100000              # p=0.996, r=0.235, 864+116
spurring; spurting; 10000               # p=0.997, r=0.346, 864+116
spurring; spurting; 1000                # p=0.995, r=0.423, 864+116
spurring; spurting; 100                 # p=0.993, r=0.546, 864+116
spur; sour; 1000000                     # p=0.997, r=0.161, 999+999
spur; sour; 100000                      # p=0.995, r=0.183, 999+999
spur; sour; 10000                       # p=0.993, r=0.221, 999+999
spur; sour; 1000                        # p=0.991, r=0.267, 999+999
spur; sour; 100                         # p=0.991, r=0.315, 999+999
spy; soy; 1000000                       # p=0.996, r=0.223, 999+989
spy; soy; 100000                        # p=0.996, r=0.264, 999+989
spy; soy; 10000                         # p=0.995, r=0.316, 999+989
spy; soy; 1000                          # p=0.993, r=0.375, 999+989
squabbled; squabbles; 1000000           # p=0.996, r=0.346, 97+622
squabbled; squabbles; 100000            # p=0.993, r=0.423, 97+622
squabbled; squabbles; 10000             # p=0.995, r=0.513, 97+622
squashed; squashes; 1000000             # p=0.994, r=0.277, 876+245
squashed; squashes; 100000              # p=0.992, r=0.344, 876+245
squeaked; squealed; 100000              # p=1.000, r=0.112, 145+33
squired; squires; 1000000               # p=0.996, r=0.250, 21+998
squired; squires; 100000                # p=0.996, r=0.279, 21+998
squired; squires; 10000                 # p=0.997, r=0.334, 21+998
squired; squires; 1000                  # p=0.997, r=0.364, 21+998
squired; squires; 100                   # p=0.998, r=0.429, 21+998
squished; squishes; 1000000             # p=1.000, r=0.117, 188+34
squished; squishes; 100000              # p=1.000, r=0.162, 188+34
stabilized; stabilizes; 1000000         # p=0.994, r=0.251, 1000+924
stabilized; stabilizes; 100000          # p=0.991, r=0.286, 1000+924
stabled; stables; 1000000               # p=0.997, r=0.254, 501+1000
stabled; stables; 100000                # p=0.998, r=0.301, 501+1000
stabled; stables; 10000                 # p=0.991, r=0.385, 501+1000
stabs; stags; 1000000                   # p=1.000, r=0.214, 998+999
stabs; stags; 100000                    # p=1.000, r=0.251, 998+999
stabs; stags; 10000                     # p=1.000, r=0.277, 998+999
stabs; stags; 1000                      # p=1.000, r=0.322, 998+999
stabs; stags; 100                       # p=0.996, r=0.388, 998+999
stabs; stags; 10                        # p=0.993, r=0.476, 998+999
stab; stag; 1000000                     # p=1.000, r=0.156, 999+999
stab; stag; 100000                      # p=0.995, r=0.198, 999+999
staged; stages; 1000000                 # p=0.996, r=0.547, 1000+995
staged; stages; 100000                  # p=0.996, r=0.600, 1000+995
staged; stages; 10000                   # p=0.995, r=0.658, 1000+995
staged; stages; 1000                    # p=0.992, r=0.715, 1000+995
staging; stating; 1000000               # p=1.000, r=0.420, 1000+1000
staging; stating; 100000                # p=1.000, r=0.493, 1000+1000
staging; stating; 10000                 # p=0.998, r=0.558, 1000+1000
staging; stating; 1000                  # p=0.994, r=0.615, 1000+1000
staging; stating; 100                   # p=0.994, r=0.688, 1000+1000
stagnated; stagnates; 1000000           # p=1.000, r=0.193, 939+72
stagnated; stagnates; 100000            # p=1.000, r=0.240, 939+72
stagnated; stagnates; 10000             # p=1.000, r=0.295, 939+72
stagnated; stagnates; 1000              # p=0.997, r=0.364, 939+72
staked; stakes; 1000000                 # p=1.000, r=0.185, 1000+1000
staked; stakes; 100000                  # p=0.995, r=0.216, 1000+1000
staked; stakes; 10000                   # p=0.996, r=0.247, 1000+1000
staked; stakes; 1000                    # p=0.992, r=0.296, 1000+1000
stake; stale; 1000000                   # p=0.997, r=0.187, 1000+1000
stake; stale; 100000                    # p=0.998, r=0.220, 1000+1000
stake; stale; 10000                     # p=0.998, r=0.294, 1000+1000
staking; staling; 1000000               # p=1.000, r=0.379, 597+36
staking; staling; 100000                # p=1.000, r=0.430, 597+36
staking; staling; 10000                 # p=1.000, r=0.509, 597+36
staking; staling; 1000                  # p=0.995, r=0.575, 597+36
stalemated; stalemates; 1000000         # p=1.000, r=0.106, 284+84
stalemated; stalemates; 100000          # p=1.000, r=0.160, 284+84
stalemated; stalemates; 10000           # p=1.000, r=0.266, 284+84
stalemated; stalemates; 1000            # p=1.000, r=0.356, 284+84
stalks; stalls; 1000000                 # p=0.998, r=0.250, 1000+1000
stalks; stalls; 100000                  # p=0.997, r=0.299, 1000+1000
stalks; stalls; 10000                   # p=0.997, r=0.356, 1000+1000
stalks; stalls; 1000                    # p=0.998, r=0.431, 1000+1000
stalks; stalls; 100                     # p=0.990, r=0.501, 1000+1000
stalk; stall; 10000                     # p=0.991, r=0.211, 1000+999
stalk; stall; 1000                      # p=0.990, r=0.257, 1000+999
stapled; staples; 1000000               # p=1.000, r=0.116, 384+1000
starched; starches; 1000000             # p=1.000, r=0.346, 195+467
starched; starches; 100000              # p=1.000, r=0.437, 195+467
starched; starches; 10000               # p=1.000, r=0.539, 195+467
starched; starches; 1000                # p=0.995, r=0.654, 195+467
starched; starches; 100                 # p=0.994, r=0.728, 195+467
starved; starves; 1000000               # p=0.995, r=0.361, 1000+143
stature; statute; 1000000               # p=0.997, r=0.319, 999+1000
stature; statute; 100000                # p=0.992, r=0.390, 999+1000
stayed; stated; 1000000                 # p=0.998, r=0.464, 996+996
stayed; stated; 100000                  # p=0.997, r=0.547, 996+996
stayed; stated; 10000                   # p=0.995, r=0.592, 996+996
stayer; stater; 1000                    # p=1.000, r=0.107, 301+306
stayer; stater; 100                     # p=1.000, r=0.147, 301+306
staying; stating; 1000000               # p=0.993, r=0.423, 1000+1000
staying; stating; 100000                # p=0.990, r=0.496, 1000+1000
stays; stats; 1000000                   # p=0.996, r=0.249, 1000+990
steak; steal; 1000000                   # p=0.998, r=0.234, 1000+997
steak; steal; 100000                    # p=0.998, r=0.259, 1000+997
steak; steal; 10000                     # p=0.998, r=0.302, 1000+997
steak; steal; 1000                      # p=0.991, r=0.335, 1000+997
steep; strep; 1000000                   # p=0.999, r=0.701, 1000+321
steep; strep; 100000                    # p=0.999, r=0.741, 1000+321
steep; strep; 10000                     # p=0.997, r=0.768, 1000+321
steep; strep; 1000                      # p=0.996, r=0.804, 1000+321
steep; strep; 100                       # p=0.992, r=0.838, 1000+321
steep; strep; 10                        # p=0.991, r=0.864, 1000+321
stepped; steppes; 1000000               # p=0.999, r=0.480, 995+1000
stereotyped; stereotypes; 1000000       # p=0.999, r=0.341, 1000+1000
stereotyped; stereotypes; 100000        # p=0.999, r=0.430, 1000+1000
stereotyped; stereotypes; 10000         # p=0.997, r=0.525, 1000+1000
stereotyped; stereotypes; 1000          # p=0.995, r=0.606, 1000+1000
sterilized; sterilizes; 1000000         # p=0.998, r=0.636, 1000+39
sterilized; sterilizes; 100000          # p=0.999, r=0.689, 1000+39
sterilized; sterilizes; 10000           # p=0.996, r=0.747, 1000+39
sterilized; sterilizes; 1000            # p=0.995, r=0.786, 1000+39
sterilized; sterilizes; 100             # p=0.992, r=0.825, 1000+39
sterilized; sterilizes; 10              # p=0.991, r=0.863, 1000+39
sticking; stocking; 1000000             # p=0.996, r=0.264, 1000+999
sticking; stocking; 100000              # p=0.992, r=0.329, 1000+999
sticking; stocking; 10000               # p=0.992, r=0.396, 1000+999
stick; stuck; 1000000                   # p=0.996, r=0.227, 999+1000
stick; stuck; 100000                    # p=0.996, r=0.278, 999+1000
stiffed; stuffed; 1000000               # p=0.991, r=0.605, 74+999
stiffs; stuffs; 1000000                 # p=0.996, r=0.263, 185+860
stiffs; stuffs; 100000                  # p=0.994, r=0.331, 185+860
stiffs; stuffs; 10000                   # p=0.992, r=0.359, 185+860
stiffs; stuffs; 1000                    # p=0.993, r=0.393, 185+860
stiff; stuff; 1000000                   # p=1.000, r=0.229, 1000+996
stiff; stuff; 100000                    # p=0.995, r=0.315, 1000+996
stiff; stuff; 10000                     # p=0.991, r=0.393, 1000+996
stifled; stifles; 1000000               # p=1.000, r=0.339, 894+206
stifled; stifles; 100000                # p=0.998, r=0.380, 894+206
stifled; stifles; 10000                 # p=0.996, r=0.413, 894+206
stifled; stifles; 1000                  # p=0.992, r=0.443, 894+206
stigmatized; stigmatizes; 1000000       # p=0.998, r=0.561, 750+48
stigmatized; stigmatizes; 100000        # p=0.998, r=0.617, 750+48
stigmatized; stigmatizes; 10000         # p=0.996, r=0.674, 750+48
stigmatized; stigmatizes; 1000          # p=0.991, r=0.723, 750+48
stile; stole; 1000000                   # p=0.997, r=0.359, 852+1000
stile; stole; 100000                    # p=0.997, r=0.395, 852+1000
