# v_zna
#згідно v_rod
потушити v_zna:v_oru:v_dav
потушкувати v_zna:v_oru:v_dav
потюпати v_oru
потяг v_inf
потягати v_zna:v_oru:v_dav
потягатися v_oru
потягнути v_zna:v_oru:v_dav
потягнутися v_oru:v_dav
потягти v_zna:v_oru:v_dav
потягтися v_oru:v_dav
потягувати v_zna:v_oru:v_dav
потьмарити v_zna:v_oru:v_dav
потьмаритися v_oru
потьмарювати v_zna:v_oru:v_dav
потьмарюватися v_oru
потьопати v_oru
потьохкати v_oru
поув'язнювати v_zna:v_oru:v_dav
поуз v_rod:v_zna
поузгоджувати v_zna:v_oru:v_dav
поукріплювати v_zna:v_oru:v_dav
поукріплюватися v_oru
поукріпляти v_zna:v_oru:v_dav
поукріплятися v_oru
поуправляти v_oru
поусвідомлювати v_zna
поусміхатися v_oru:v_dav
поуспадковувати v_zna
поуставляти v_zna:v_oru:v_dav
поусталювати v_zna:v_oru:v_dav
поусувати v_zna:v_oru:v_dav
поусуватися v_oru
поутворювати v_zna:v_oru:v_dav
поутворюватися v_oru
поутеплювати v_zna:v_oru:v_dav
поутеплюватися v_oru
поутепляти v_zna:v_oru:v_dav
поутеплятися v_oru
поуточнювати v_zna:v_oru:v_dav
поуточняти v_zna:v_oru:v_dav
поухвалювати v_zna:v_oru:v_dav
поучати v_zna
поушкоджувати v_zna:v_oru:v_dav
поушкоджуватися v_oru
поущільнювати v_zna:v_oru:v_dav
поущільнюватися v_oru
пофальшувати v_zna:v_oru:v_dav
пофарбувати v_zna:v_oru:v_dav
пофарбуватися v_oru
пофартити v_dav
пофасувати v_zna:v_oru:v_dav
пофехтувати v_oru
пофігачити v_zna:v_oru:v_dav
пофіксити v_zna:v_oru:v_dav
пофоркати v_oru
пофортунити v_inf
пофоткати v_zna:v_oru:v_dav
пофоткатися v_oru
пофотографувати v_zna:v_oru:v_dav
пофотографуватися v_oru
пофотошопити v_zna:v_oru:v_dav
похавати v_rod
похапати v_zna:v_oru:v_dav
похарчуватися v_oru
похвалити v_zna:v_dav
похвалитися v_oru:v_dav
похвалювати v_zna:v_oru:v_dav
похваляти v_zna:v_oru:v_dav
похвалятися v_oru:v_dav
похвастати v_oru:v_dav
похвастатися v_oru
похватати v_zna:v_oru:v_dav
похвилювати v_zna:v_oru:v_dav
похворіти v_oru
похерити v_zna:v_oru:v_dav
похизуватися v_oru
похилитати v_oru
похилити v_zna:v_oru:v_dav
похилитися v_oru:v_dav
похиляти v_zna:v_oru:v_dav
похилятися v_oru
похитати v_zna:v_oru:v_dav
похитатися v_oru
похитнути v_zna:v_oru:v_dav
похитнутися v_oru
похитувати v_zna:v_oru:v_dav
похитуватися v_oru
похлебтати v_zna:v_oru
похлопати v_oru:v_dav
похлюпати v_oru
похлюпувати v_oru
похляпати v_zna:v_oru:v_dav
похльоскати v_zna:v_oru:v_dav
похльоскувати v_zna:v_oru:v_dav
похльостати v_zna:v_oru:v_dav
похльостувати v_zna:v_oru:v_dav
похнюпити v_zna
похнюплювати v_zna
поховати v_zna:v_oru:v_dav
походжати v_oru
походити v_oru
похолодити v_zna:v_oru:v_dav
похопити v_zna:v_oru
похопитися v_inf
похоплюватися v_inf
похоронити v_zna:v_oru
похотіти v_inf:v_rod
похрестити v_zna:v_oru:v_dav
похреститися v_oru
похрипіти v_oru
похристити v_zna:v_oru:v_dav
похриститися v_oru
похрумтіти v_oru
похурчати v_oru
похутрувати v_zna:v_oru:v_dav
поцвяхувати v_zna:v_oru:v_dav
поцинкувати v_zna:v_oru:v_dav
поцідити v_zna:v_oru:v_dav
поцікавитися v_oru
поцілити v_zna:v_oru:v_dav
поцілитися v_oru:v_dav
поцілувати v_zna:v_oru:v_dav
поцілювати v_oru:v_dav
поціляти v_oru:v_dav
поцінити v_zna:v_oru:v_dav
поціновувати v_zna:v_oru:v_dav
поціновуватися v_oru
поцінувати v_zna:v_oru:v_dav
поцмокати v_oru
поцокати v_oru
поцокотіти v_oru
поцокувати v_oru
поцукрувати v_zna:v_oru:v_dav
поцупити v_zna
поцюкати v_zna:v_oru:v_dav
поцюркотіти v_oru
поцяткувати v_zna:v_oru:v_dav
поцяцькувати v_zna:v_oru:v_dav
поцьомати v_zna:v_oru:v_dav
почавити v_zna:v_oru:v_dav
почадіти v_oru
почалапати v_oru
почапати v_oru
почастувати v_zna:v_oru:v_dav
почастуватися v_oru
почати v_inf:v_zna:v_oru
початися v_inf:v_oru
почвалати v_oru
почвалувати v_oru
почванитися v_oru
почвертувати v_zna:v_oru:v_dav
почекати v_zna:v_rod
почепити v_zna:v_oru:v_dav
почепитися v_oru
почервонити v_zna:v_oru:v_dav
почервоніти v_oru
почергувати v_zna
почерез v_zna
почеркати v_zna:v_oru:v_dav
почерпати v_zna:v_oru
почерпнути v_zna:v_oru
почерпувати v_zna:v_oru
почесати v_zna:v_oru:v_dav
почесатися v_oru
почетверити v_zna:v_oru:v_dav
почетвертувати v_zna:v_oru:v_dav
почетверяти v_zna:v_oru:v_dav
почикрижити v_zna:v_oru:v_dav
почимчикувати v_oru
починати v_inf:v_zna:v_oru
починатися v_inf:v_oru
почислити v_zna:v_oru:v_dav
почистити v_zna:v_oru:v_dav
почитати v_zna
почитати v_zna:v_oru:v_dav
почитувати v_zna:v_oru:v_dav
почіпляти v_zna:v_oru:v_dav
почіплятися v_oru
почісувати v_zna:v_oru:v_dav
почісуватися v_oru
почленувати v_zna:v_oru:v_dav
почовгати v_oru
почорнити v_zna:v_oru:v_dav
почубити v_zna
почувати v_zna:v_oru
почуватися v_oru
почудуватися v_dav
почути v_zna:v_oru
почутися v_oru:v_dav
почухати v_zna:v_oru:v_dav
почухатися v_oru
почухрати v_oru
почухувати v_zna:v_oru:v_dav
почухуватися v_oru
пошалювати v_zna:v_oru:v_dav
пошановувати v_zna
пошановуватися v_oru
пошантажувати v_zna:v_oru:v_dav
пошанувати v_zna:v_oru:v_dav
пошануватися v_oru
пошарити v_zna:v_oru:v_dav
пошарпати v_zna:v_oru:v_dav
пошарпатися v_oru
пошарпувати v_zna:v_oru:v_dav
пошарувати v_zna:v_oru:v_dav
пошаруватися v_oru
пошарудіти v_oru
пошастати v_oru
пошаткувати v_zna:v_oru:v_dav
пошвендяти v_oru
пошелестіти v_oru
пошепотіти v_zna:v_oru:v_dav
пошеретувати v_zna:v_oru:v_dav
пошерити v_zna:v_oru:v_dav
пошивати v_zna:v_oru:v_dav
пошикувати v_zna:v_oru:v_dav
пошикуватися v_oru
пошинкувати v_zna:v_oru:v_dav
поширити v_zna:v_oru:v_dav
поширитися v_oru
поширювати v_zna:v_oru:v_dav
поширюватися v_oru:v_dav
поширяти v_oru
пошити v_zna:v_oru:v_dav
пошитися v_oru
пошкандибати v_oru
пошкварити v_zna:v_oru:v_dav
пошкодженіший v_oru
пошкоджувати v_zna:v_oru:v_dav
пошкоджуватися v_oru
пошкодити v_zna:v_oru:v_dav
пошкодитися v_oru
пошкодувати v_inf:v_zna:v_rod:v_dav
пошкребти v_zna:v_oru:v_dav
пошкребтися v_oru
пошкрябати v_zna:v_oru:v_dav
пошкрябатися v_oru
пошкрябувати v_zna:v_oru:v_dav
пошкутильгати v_oru
пошліфувати v_zna:v_oru:v_dav
пошлюбити v_zna
пошматувати v_zna:v_oru:v_dav
пошматуватися v_oru
пошморгати v_oru
пошморгувати v_oru
пошпаклювати v_zna:v_oru:v_dav
пошпарити v_zna:v_oru:v_dav
пошпарувати v_zna:v_oru:v_dav
пошпетити v_zna:v_oru:v_dav
пошпигати v_zna:v_oru:v_dav
пошпурити v_zna:v_oru:v_dav
пошрамувати v_zna:v_oru:v_dav
пошрамуватися v_oru
поштампувати v_zna:v_oru:v_dav
поштовхати v_zna:v_oru:v_dav
поштовхатися v_oru
поштовхувати v_zna:v_oru:v_dav
поштопати v_zna:v_oru:v_dav
поштрафувати v_zna:v_oru:v_dav
поштрикати v_zna:v_oru:v_dav
поштукатурити v_zna:v_oru:v_dav
поштукатуритися v_oru
поштуркувати v_zna:v_oru:v_dav
поштурмувати v_zna:v_oru
поштурхати v_zna:v_oru:v_dav
пошугати v_oru
пошукати v_zna:v_rod:v_oru:v_dav
пошукувати v_zna:v_oru:v_dav
пошуміти v_oru
пошурувати v_oru
пощадити v_zna:v_oru:v_dav
пощасливити v_zna:v_oru:v_dav
пощастити v_inf:v_dav
пощебетати v_oru:v_dav
пощепити v_zna:v_oru:v_dav
пощербити v_zna:v_oru:v_dav
пощербитися v_oru
пощипати v_zna:v_rod:v_oru:v_dav
пощипувати v_zna:v_oru:v_dav
пощипуватися v_oru
пощупати v_zna:v_oru:v_dav
пощупувати v_zna:v_oru:v_dav
поюзати v_zna:v_oru
появити v_zna:v_oru:v_dav
пояснення v_dav
пояснити v_zna:v_oru:v_dav
пояснитися v_oru
пояснювати v_zna:v_oru:v_dav
пояснюватися v_oru
поясняти v_zna:v_oru:v_dav
пояснятися v_oru
правити v_zna:v_oru:v_dav
правитися v_oru
право v_inf
праворуч v_rod
правувати v_oru
прагматизувати v_zna:v_oru:v_dav
прагматизуватися v_oru
прагнення v_inf
прагнути v_inf:v_rod:v_oru
пражити v_zna:v_oru:v_dav
празднувати v_zna
празникувати v_zna:v_oru
празнувати v_zna:v_oru
практикувати v_zna
практикуватися v_inf:v_oru
прасувати v_zna:v_oru:v_dav
прати v_zna:v_oru:v_dav
пратися v_oru
працевлаштовувати v_zna:v_oru
працевлаштовуватися v_oru
працевлаштувати v_zna:v_oru
працевлаштуватися v_oru
працювати v_oru
працюватися v_dav
превалювати v_zna:v_oru:v_dav
превозносити v_zna
пред'явити v_zna:v_dav
пред'явлений v_dav
пред'являти v_zna:v_dav
пред'являтися v_dav:v_oru
пред v_oru:v_zna
предложити v_zna:v_dav
предо v_oru:v_zna
представити v_zna:v_oru:v_dav
представитися v_oru:v_dav
представлений v_dav
представляти v_zna:v_oru:v_dav
представлятися v_oru:v_dav
предстати v_dav:v_oru
презентований v_dav
презентувати v_zna:v_oru:v_dav
презентуватися v_oru:v_dav
презюмувати v_zna:v_oru:v_dav
презюмуватися v_oru
прекваліфікувати v_zna:v_oru:v_dav
преклонити v_zna
преклоняти v_zna
прекрасний v_oru
прекрасно v_oru
преміювати v_zna:v_oru:v_dav
преміюватися v_oru
преображати v_zna:v_oru:v_dav
преображатися v_oru
преобразити v_zna:v_oru:v_dav
преобразитися v_oru
препарувати v_zna:v_oru:v_dav
препаруватися v_oru
пресингувати v_zna:v_oru:v_dav
пресікати v_zna:v_oru
пресувати v_zna:v_oru:v_dav
пресуватися v_oru
прещедрий v_oru
при v_mis
прибавляти v_zna:v_oru:v_dav
прибарахлитися v_oru
приберегти v_zna:v_dav
приберігати v_zna:v_oru:v_dav
прибивати v_zna:v_oru:v_dav
прибиватися v_oru
прибинтовувати v_zna:v_oru:v_dav
прибинтувати v_zna:v_oru:v_dav
прибирати v_zna:v_oru
прибиратися v_oru
прибити v_zna:v_oru:v_dav
прибитися v_oru
прибичувати v_zna:v_oru:v_dav
прибігати v_inf
прибігти v_inf:v_oru
прибіднювати v_zna:v_oru:v_dav
прибілювати v_zna:v_oru:v_dav
прибільшити v_zna:v_oru:v_dav
