yon	yon	DT
regionality	regionality	NN
subfertility	subfertility	NN
suicidality	suicidality	NN
surreality	surreality	NN
textuality	textuality	NN
unfashionability	unfashionability	NN
unshockability	unshockability	NN
unsustainability	unsustainability	NN
viewability	viewability	NN
auditable	auditable	JJ
automatable	automatable	JJ
bioavailable	bioavailable	JJ
bootable	bootable	JJ
browsable	browsable	JJ
clickable	clickable	JJ
cloneable	cloneable	JJ
closable	closable	JJ
coffee-table	coffee-table	NN
compilable	compilable	JJ
compostable	compostable	JJ
configurable	configurable	JJ
contactable	contactable	JJ
copyable	copyable	JJ
customizable	customizable	JJ
debuggable	debuggable	JJ
defeatable	defeatable	JJ
deletable	deletable	JJ
demonstratable	demonstratable	JJ
deployable	deployable	JJ
deterrable	deterrable	JJ
dinnertable	dinnertable	JJ
discardable	discardable	JJ
displayable	displayable	JJ
dockable	dockable	JJ
documentable	documentable	JJ
downloadable	downloadable	JJ
draggable	draggable	JJ
droppable	droppable	JJ
editable	editable	JJ
electable	electable	JJ
embeddable	embeddable	JJ
flushable	flushable	JJ
forwardable	forwardable	JJ
fundable	fundable	JJ
harvestable	harvestable	JJ
hot-swappable	hot-swappable	JJ
hummable	hummable	JJ
implantable	implantable	JJ
implementable	implementable	JJ
indemnifiable	indemnifiable	JJ
installable	installable	JJ
jailable	jailable	JJ
lettable	lettable	JJ
life-table	life-table	NN
listenable	listenable	JJ
luggable	luggable	JJ
machine-readable	machine-readable	JJ
makeable	makeable	JJ
microwavable	microwavable	JJ
microwaveable	microwaveable	JJ
multiadjustable	multiadjustable	JJ
multivariable	multivariable	JJ
networkable	networkable	JJ
non-recoverable	non-recoverable	JJ
non-refundable	non-refundable	JJ
non-taxable	non-taxable	JJ
nonaccountable	nonaccountable	JJ
nonerasable	nonerasable	JJ
nonrefundable	nonrefundable	JJ
nontradable	nontradable	JJ
nontradeable	nontradeable	JJ
oxidisable	oxidisable	JJ
predicatable	predicatable	JJ
processable	processable	JJ
quaffable	quaffable	JJ
re-enable	re-enable	JJ
reconfigurable	reconfigurable	JJ
redistributable	redistributable	JJ
reenable	reenable	JJ
reloadable	reloadable	JJ
relocatable	relocatable	JJ
reorderable	reorderable	JJ
replicable	replicable	JJ
resectable	resectable	JJ
resettable	resettable	JJ
resizable	resizable	JJ
resizeable	resizeable	JJ
rewritable	rewritable	JJ
rideable	rideable	JJ
scoreable	scoreable	JJ
scriptable	scriptable	JJ
scrollable	scrollable	JJ
sidetable	sidetable	JJ
stackable	stackable	JJ
swappable	swappable	JJ
switchable	switchable	JJ
targetable	targetable	JJ
threadable	threadable	JJ
trailerable	trailerable	JJ
typeable	typeable	JJ
ultraportable	ultraportable	JJ
unaffordable	unaffordable	JJ
unbackable	unbackable	JJ
unbootable	unbootable	JJ
uncategorisable	uncategorisable	JJ
unclubbable	unclubbable	JJ
uncontainable	uncontainable	JJ
uncrackable	uncrackable	JJ
undecidable	undecidable	JJ
unfilmable	unfilmable	JJ
unforgiveable	unforgiveable	JJ
unignorable	unignorable	JJ
unimprovable	unimprovable	JJ
unlistenable	unlistenable	JJ
unquantifiable	unquantifiable	JJ
unraceable	unraceable	JJ
unrealisable	unrealisable	JJ
unrepairable	unrepairable	JJ
unresectable	unresectable	JJ
unsackable	unsackable	JJ
unsellable	unsellable	JJ
updatable	updatable	JJ
upgradable	upgradable	JJ
upgradeable	upgradeable	JJ
wavetable	wavetable	JJ
zoomable	zoomable	JJ
fee-only	fee-only	JJ
read-only	read-only	JJ
applelike	applelike	JJ
blocklike	blocklike	JJ
breadlike	breadlike	JJ
bunkerlike	bunkerlike	JJ
cartoonlike	cartoonlike	JJ
clublike	clublike	JJ
computerlike	computerlike	JJ
cultlike	cultlike	JJ
dancelike	dancelike	JJ
elephantlike	elephantlike	JJ
flulike	flulike	JJ
fortresslike	fortresslike	JJ
gridlike	gridlike	JJ
hair-like	hair-like	JJ
herdlike	herdlike	JJ
hormonelike	hormonelike	JJ
junglelike	junglelike	JJ
laserlike	laserlike	JJ
lemminglike	lemminglike	JJ
like-for-like	like-for-like	JJ
lizardlike	lizardlike	JJ
lobsterlike	lobsterlike	JJ
molelike	molelike	JJ
monkeylike	monkeylike	JJ
monklike	monklike	JJ
morphinelike	morphinelike	JJ
museumlike	museumlike	JJ
paddlelike	paddlelike	JJ
pearllike	pearllike	JJ
piglike	piglike	JJ
pneumonialike	pneumonialike	JJ
rabbitlike	rabbitlike	JJ
radarlike	radarlike	JJ
rocketlike	rocketlike	JJ
saucerlike	saucerlike	JJ
shocklike	shocklike	JJ
slablike	slablike	JJ
slothlike	slothlike	JJ
spearlike	spearlike	JJ
strokelike	strokelike	JJ
summerlike	summerlike	JJ
swamplike	swamplike	JJ
terrierlike	terrierlike	JJ
tortoiselike	tortoiselike	JJ
trunklike	trunklike	JJ
waiflike	waiflike	JJ
weasellike	weasellike	JJ
zombielike	zombielike	JJ
bloatware	bloatware	NN
demoware	demoware	NN
houseware	houseware	NN
hyperaware	hyperaware	JJ
middleware	middleware	NN
vapourware	vapourware	NN
acid-free	acid-free	JJ
debt-free	debt-free	JJ
disease-free	disease-free	JJ
error-free	error-free	JJ
germ-free	germ-free	JJ
gluten-free	gluten-free	JJ
hands-free	hands-free	JJ
hasslefree	hasslefree	JJ
interest-free	interest-free	JJ
leadfree	leadfree	JJ
nonfree	nonfree	JJ
painfree	painfree	JJ
preservative-free	preservative-free	JJ
relapse-free	relapse-free	JJ
serum-free	serum-free	JJ
smokefree	smokefree	JJ
stressfree	stressfree	JJ
sugarfree	sugarfree	JJ
symptom-free	symptom-free	JJ
troublefree	troublefree	JJ
woodfree	woodfree	JJ
agencywide	agencywide	JJ
areawide	areawide	JJ
campuswide	campuswide	JJ
chainwide	chainwide	JJ
churchwide	churchwide	JJ
classwide	classwide	JJ
communitywide	communitywide	JJ
companywide	companywide	JJ
corporatewide	corporatewide	JJ
departmentwide	departmentwide	JJ
districtwide	districtwide	JJ
enterprisewide	enterprisewide	JJ
extrawide	extrawide	JJ
firmwide	firmwide	JJ
fleetwide	fleetwide	JJ
foot-wide	foot-wide	JJ
governmentwide	governmentwide	JJ
groupwide	groupwide	JJ
hospitalwide	hospitalwide	JJ
industrywide	industrywide	JJ
islandwide	islandwide	JJ
milewide	milewide	JJ
networkwide	networkwide	JJ
organisationwide	organisationwide	JJ
planetwide	planetwide	JJ
provincewide	provincewide	JJ
regionwide	regionwide	JJ
sitewide	sitewide	JJ
societywide	societywide	JJ
systemwide	systemwide	JJ
townwide	townwide	JJ
ultrawide	ultrawide	JJ
ultra-thin	ultra-thin	JJ
ultrabright	ultrabright	JJ
ultracheap	ultracheap	JJ
ultraclean	ultraclean	JJ
ultracompact	ultracompact	JJ
ultracool	ultracool	JJ
ultraefficient	ultraefficient	JJ
ultrafast	ultrafast	JJ
ultrafeminine	ultrafeminine	JJ
ultrafine	ultrafine	JJ
ultrahigh	ultrahigh	JJ
ultraleft	ultraleft	JJ
ultralightweight	ultralightweight	JJ
ultralong	ultralong	JJ
ultralow	ultralow	JJ
ultraorthodox	ultraorthodox	JJ
ultraportable	ultraportable	JJ
ultraquick	ultraquick	JJ
ultraquiet	ultraquiet	JJ
ultrareligious	ultrareligious	JJ
ultrarich	ultrarich	JJ
ultrasafe	ultrasafe	JJ
ultrasecret	ultrasecret	JJ
ultraslim	ultraslim	JJ
ultrasmall	ultrasmall	JJ
ultrasmooth	ultrasmooth	JJ
ultrasophisticated	ultrasophisticated	JJ
ultrasuccessful	ultrasuccessful	JJ
ultrathin	ultrathin	JJ
ultraviolent	ultraviolent	JJ
ultrawide	ultrawide	JJ
six-day	six-day	JJ
six-figure	six-figure	JJ
six-foot	six-foot	JJ
six-game	six-game	JJ
six-hour	six-hour	JJ
six-man	six-man	JJ
six-member	six-member	JJ
six-month	six-month	JJ
six-page	six-page	JJ
six-point	six-point	JJ
six-run	six-run	JJ
six-storey	six-storey	JJ
six-week	six-week	JJ
six-year	six-year	JJ
seven-game	seven-game	JJ
seven-hour	seven-hour	JJ
seven-member	seven-member	JJ
seven-month	seven-month	JJ
seven-page	seven-page	JJ
seven-point	seven-point	JJ
seven-week	seven-week	JJ
seven-year	seven-year	JJ
five-acre	five-acre	JJ
five-bedroom	five-bedroom	JJ
five-county	five-county	JJ
five-day	five-day	JJ
five-game	five-game	JJ
five-hour	five-hour	JJ
five-inning	five-inning	JJ
five-man	five-man	JJ
five-member	five-member	JJ
five-mile	five-mile	JJ
five-minute	five-minute	JJ
five-month	five-month	JJ
five-page	five-page	JJ
five-part	five-part	JJ
five-point	five-point	JJ
five-run	five-run	JJ
five-speed	five-speed	JJ
five-step	five-step	JJ
five-story	five-story	JJ
five-time	five-time	JJ
five-user	five-user	JJ
five-week	five-week	JJ
five-year	five-year	JJ
four-bedroom	four-bedroom	JJ
four-cylinder	four-cylinder	JJ
four-day	four-day	JJ
four-door	four-door	JJ
four-game	four-game	JJ
four-hour	four-hour	JJ
four-inch	four-inch	JJ
four-line	four-line	JJ
four-man	four-man	JJ
four-minute	four-minute	JJ
four-month	four-month	JJ
four-page	four-page	JJ
four-person	four-person	JJ
four-point	four-point	JJ
four-port	four-port	JJ
four-run	four-run	JJ
four-speed	four-speed	JJ
four-star	four-star	JJ
four-story	four-story	JJ
four-time	four-time	JJ
four-week	four-week	JJ
four-year	four-year	JJ
three-bedroom	three-bedroom	JJ
three-car	three-car	JJ
three-day	three-day	JJ
three-for-two	three-for-two	JJ
three-game	three-game	JJ
three-hour	three-hour	JJ
three-judge	three-judge	JJ
three-man	three-man	JJ
three-member	three-member	JJ
three-mile	three-mile	JJ
three-minute	three-minute	JJ
three-month	three-month	JJ
three-page	three-page	JJ
three-part	three-part	JJ
three-person	three-person	JJ
three-point	three-point	JJ
three-pointer	three-pointer	JJ
three-pointers	three-pointers	JJ
three-ring	three-ring	JJ
three-run	three-run	JJ
three-set	three-set	JJ
three-step	three-step	JJ
three-time	three-time	JJ
three-vessel	three-vessel	JJ
three-week	three-week	JJ
three-year	three-year	JJ
two-bedroom	two-bedroom	JJ
two-car	two-car	JJ
two-day	two-day	JJ
two-door	two-door	JJ
two-for-one	two-for-one	JJ
two-game	two-game	JJ
two-hit	two-hit	JJ
two-hour	two-hour	JJ
two-level	two-level	JJ
two-man	two-man	JJ
two-mile	two-mile	JJ
two-minute	two-minute	JJ
two-month	two-month	JJ
two-page	two-page	JJ
two-parent	two-parent	JJ
two-parter	two-parter	JJ
two-person	two-person	JJ
two-point	two-point	JJ
two-room	two-room	JJ
two-run	two-run	JJ
two-stage	two-stage	JJ
two-storey	two-storey	JJ
two-tailed	two-tailed	JJ
two-term	two-term	JJ
two-tier	two-tier	JJ
two-tiered	two-tiered	JJ
two-time	two-time	JJ
two-volume	two-volume	JJ
two-week	two-week	JJ
one-bedroom	one-bedroom	JJ
one-car	one-car	JJ
one-day	one-day	JJ
one-for-one	one-for-one	JJ
one-game	one-game	JJ
one-hit	one-hit	JJ
one-hour	one-hour	JJ
one-mile	one-mile	JJ
one-minute	one-minute	JJ
one-month	one-month	JJ
one-of-a-kind	one-of-a-kind	JJ
one-out	one-out	JJ
one-page	one-page	JJ
one-point	one-point	JJ
one-room	one-room	JJ
one-run	one-run	JJ
one-shot	one-shot	JJ
one-stop	one-stop	JJ
one-storey	one-storey	JJ
one-stroke	one-stroke	JJ
one-tailed	one-tailed	JJ
one-vote	one-vote	JJ
one-week	one-week	JJ
one-yard	one-yard	JJ
eight-foot	eight-foot	JJ
eight-game	eight-game	JJ
eight-hour	eight-hour	JJ
eight-man	eight-man	JJ
eight-member	eight-member	JJ
eight-month	eight-month	JJ
eight-page	eight-page	JJ
eight-port	eight-port	JJ
eight-team	eight-team	JJ
eight-week	eight-week	JJ
eight-year	eight-year	JJ
nine-day	nine-day	JJ
nine-game	nine-game	JJ
nine-hour	nine-hour	JJ
nine-member	nine-member	JJ
nine-month	nine-month	JJ
nine-point	nine-point	JJ
nine-week	nine-week	JJ
nine-year	nine-year	JJ
ten-day	ten-day	JJ
ten-hour	ten-hour	JJ
ten-month	ten-month	JJ
ten-week	ten-week	JJ
ten-year	ten-year	JJ
twelve-month	twelve-month	JJ
all-black	all-black	JJ
all-cash	all-cash	JJ
all-conference	all-conference	JJ
all-consuming	all-consuming	JJ
all-expenses-paid	all-expenses-paid	JJ
all-female	all-female	JJ
all-girls	all-girls	JJ
all-in-one	all-in-one	JJ
all-league	all-league	JJ
all-male	all-male	JJ
all-new	all-new	JJ
all-news	all-news	JJ
all-pro	all-pro	JJ
all-stars	all-stars	JJ
all-state	all-state	JJ
all-terrain	all-terrain	JJ
all-too-familiar	all-too-familiar	JJ
all-wheel	all-wheel	JJ
all-white	all-white	JJ
all-you-can-eat	all-you-can-eat	JJ
big-band	big-band	JJ
big-box	big-box	JJ
big-budget	big-budget	JJ
big-cap	big-cap	JJ
big-city	big-city	JJ
big-company	big-company	JJ
big-game	big-game	JJ
big-money	big-money	JJ
big-play	big-play	JJ
big-screen	big-screen	JJ
year-old	year-old	JJ
year-on-year	year-on-year	JJ
year-to-date	year-to-date	JJ
year-to-year	year-to-year	JJ
time-barred	time-barred	JJ
time-dependent	time-dependent	JJ
time-limited	time-limited	JJ
time-share	time-share	JJ
clubwear	clubwear	NN
dancewear	dancewear	NN
daywear	daywear	NN
eyewear	eyewear	NN
headwear	headwear	NN
ladieswear	ladieswear	NN
leatherwear	leatherwear	NN
legwear	legwear	NN
skiwear	skiwear	NN
streetwear	streetwear	NN
surfwear	surfwear	NN
womenswear	womenswear	NN
a-year	a-year	JJ
antinuclear	antinuclear	JJ
antiradar	antiradar	JJ
billion-a-year	billion-a-year	JJ
billion-dollar	billion-dollar	JJ
biomolecular	biomolecular	JJ
biventricular	biventricular	JJ
brick-and-mortar	brick-and-mortar	JJ
bronchoalveolar	bronchoalveolar	JJ
circumstellar	circumstellar	JJ
crystal-clear	crystal-clear	JJ
election-year	election-year	JJ
end-of-the-year	end-of-the-year	JJ
endovascular	endovascular	JJ
extrasolar	extrasolar	JJ
fifth-year	fifth-year	JJ
fifty-year	fifty-year	JJ
foobar	foobar	JJ
forty-year	forty-year	JJ
full-year	full-year	JJ
getchar	getchar	JJ
half-year	half-year	JJ
hepatocellular	hepatocellular	JJ
hyperosmolar	hyperosmolar	JJ
interwar	interwar	JJ
intra-articular	intra-articular	JJ
intracapsular	intracapsular	JJ
intraglomerular	intraglomerular	JJ
intraocular	intraocular	JJ
intrasellar	intrasellar	JJ
kitcar	kitcar	NN
log-linear	log-linear	JJ
macrovascular	macrovascular	JJ
maculopapular	maculopapular	JJ
menubar	menubar	NN
microvascular	microvascular	JJ
microvesicular	microvesicular	JJ
microvillar	microvillar	JJ
midclavicular	midclavicular	JJ
million-dollar	million-dollar	JJ
multi-year	multi-year	JJ
multibillion-dollar	multibillion-dollar	JJ
multimillion-dollar	multimillion-dollar	JJ
multiyear	multiyear	JJ
new-car	new-car	JJ
non-linear	non-linear	JJ
non-nuclear	non-nuclear	JJ
noncardiovascular	noncardiovascular	JJ
nonglomerular	nonglomerular	JJ
nonregular	nonregular	JJ
osmolar	osmolar	JJ
osteoarticular	osteoarticular	JJ
perinuclear	perinuclear	JJ
peritonsillar	peritonsillar	JJ
peritubular	peritubular	JJ
perivascular	perivascular	JJ
periventricular	periventricular	JJ
popstar	popstar	NN
post-war	post-war	JJ
postnuclear	postnuclear	JJ
pre-war	pre-war	JJ
renovascular	renovascular	JJ
rockstar	rockstar	JJ
scrollbar	scrollbar	NN
sellar	sellar	JJ
semiregular	semiregular	JJ
spacebar	spacebar	NN
spinocerebellar	spinocerebellar	JJ
squamocolumnar	squamocolumnar	JJ
subcellular	subcellular	JJ
subnuclear	subnuclear	JJ
supraclavicular	supraclavicular	JJ
supranuclear	supranuclear	JJ
suprasellar	suprasellar	JJ
supraventricular	supraventricular	JJ
taskbar	taskbar	NN
temporomandibular	temporomandibular	JJ
thirty-year	thirty-year	JJ
thoracolumbar	thoracolumbar	JJ
tripolar	tripolar	JJ
twenty-year	twenty-year	JJ
vertebrobasilar	vertebrobasilar	JJ
windshear	windshear	NN
best-dressed	best-dressed	JJ
best-kept	best-kept	JJ
best-of-breed	best-of-breed	JJ
best-of-seven	best-of-seven	JJ
best-of-three	best-of-three	JJ
best-performing	best-performing	JJ
short-acting	short-acting	JJ
short-barrelled	short-barrelled	JJ
short-course	short-course	JJ
short-covering	short-covering	JJ
short-sleeved	short-sleeved	JJ
computer-aided	computer-aided	JJ
computer-animated	computer-animated	JJ
computer-assisted	computer-assisted	JJ
computer-based	computer-based	JJ
computer-chip	computer-chip	JJ
computer-controlled	computer-controlled	JJ
computer-driven	computer-driven	JJ
computer-generated	computer-generated	JJ
computer-related	computer-related	JJ
cost-benefit	cost-benefit	JJ
cost-conscious	cost-conscious	JJ
cost-cutting	cost-cutting	JJ
cost-of-living	cost-of-living	JJ
cost-saving	cost-saving	JJ
cost-sharing	cost-sharing	JJ
easy-to-follow	easy-to-follow	JJ
easy-to-read	easy-to-read	JJ
easy-to-understand	easy-to-understand	JJ
easy-to-use	easy-to-use	JJ
foreign-based	foreign-based	JJ
foreign-currency	foreign-currency	JJ
foreign-exchange	foreign-exchange	JJ
foreign-language	foreign-language	JJ
foreign-made	foreign-made	JJ
foreign-owned	foreign-owned	JJ
foreign-policy	foreign-policy	JJ
high-back	high-back	JJ
high-bandwidth	high-bandwidth	JJ
high-caliber	high-caliber	JJ
high-capacity	high-capacity	JJ
high-cost	high-cost	JJ
high-density	high-density	JJ
high-dose	high-dose	JJ
high-efficiency	high-efficiency	JJ
high-end	high-end	JJ
high-fat	high-fat	JJ
high-fiber	high-fiber	JJ
high-gloss	high-gloss	JJ
high-growth	high-growth	JJ
high-heeled	high-heeled	JJ
high-impact	high-impact	JJ
high-income	high-income	JJ
high-intensity	high-intensity	JJ
high-margin	high-margin	JJ
high-paying	high-paying	JJ
high-performing	high-performing	JJ
high-priority	high-priority	JJ
high-profile	high-profile	JJ
high-protein	high-protein	JJ
high-scoring	high-scoring	JJ
high-security	high-security	JJ
high-stakes	high-stakes	JJ
high-sticking	high-sticking	JJ
high-strength	high-strength	JJ
high-technology	high-technology	JJ
high-temperature	high-temperature	JJ
high-value	high-value	JJ
high-volume	high-volume	JJ
high-yielding	high-yielding	JJ
antiregulatory	antiregulatory	JJ
chemosensory	chemosensory	JJ
conclusory	conclusory	JJ
costimulatory	costimulatory	JJ
deregulatory	deregulatory	JJ
escalatory	escalatory	JJ
immunomodulatory	immunomodulatory	JJ
immunostimulatory	immunostimulatory	JJ
microcirculatory	microcirculatory	JJ
multisensory	multisensory	JJ
non-contributory	non-contributory	JJ
non-discriminatory	non-discriminatory	JJ
nonaccusatory	nonaccusatory	JJ
obfuscatory	obfuscatory	JJ
ovulatory	ovulatory	JJ
photostory	photostory	JJ
polyamory	polyamory	JJ
preovulatory	preovulatory	JJ
self-congratulatory	self-congratulatory	JJ
self-deprecatory	self-deprecatory	JJ
self-regulatory	self-regulatory	JJ
stimulatory	stimulatory	JJ
subinhibitory	subinhibitory	JJ
thermoregulatory	thermoregulatory	JJ
trespassory	trespassory	JJ
vasodilatory	vasodilatory	JJ
brachytherapy	brachytherapy	NN
monotherapy	monotherapy	NN
photochemotherapy	photochemotherapy	NN
posttherapy	posttherapy	NN
sclerotherapy	sclerotherapy	NN
thalassotherapy	thalassotherapy	NN
andrology	andrology	NN
arcology	arcology	NN
hepatology	hepatology	NN
herbology	herbology	NN
immunobiology	immunobiology	NN
microtechnology	microtechnology	NN
neuropsychopharmacology	neuropsychopharmacology	NN
neurotoxicology	neurotoxicology	NN
pharmacoepidemiology	pharmacoepidemiology	NN
triology	triology	NN
anti-aids	anti-aids	JJ
anti-apartheid	anti-apartheid	JJ
anti-Christian	anti-Christian	JJ
anti-communist	anti-communist	JJ
anti-communist	anti-communist	NN
anti-communists	anti-communist	NN
anti-crime	anti-crime	JJ
anti-French	anti-French	JJ
anti-gay	anti-gay	JJ
anti-gun	anti-gun	JJ
anti-hcv	anti-hcv	JJ
anti-hiv	anti-hiv	JJ
anti-immigrant	anti-immigrant	JJ
anti-imperialists	anti-imperialists	JJ
anti-incumbent	anti-incumbent	JJ
anti-independence	anti-independence	JJ
anti-infectives	anti-infectives	JJ
