# A part-of-speech dictionary that's used additionally to the binary dictionary (*.dict).
# This does not add words to the spell checker, see hunspell/spelling.txt for that.
# File Encoding: UTF-8
# Format: three semicolon-separated fields: fullform;baseform;postags
#from Freeling
#separatorRegExp=;
Saint-Loube;Saint-Loube;Z e sp
Saint-Loubert;Saint-Loubert;Z e sp
Saint-Loubouer;Saint-Loubouer;Z e sp
Saint-Loubès;Saint-Loubès;Z e sp
Saint-Louet-sur-Seulles;Saint-Louet-sur-Seulles;Z e sp
Saint-Louet-sur-Vire;Saint-Louet-sur-Vire;Z e sp
Saint-Louis;Saint-Louis;Z e sp
Saint-Louis-de-Montferrand;Saint-Louis-de-Montferrand;Z e sp
Saint-Louis-en-l'Isle;Saint-Louis-en-l'Isle;Z e sp
Saint-Louis-et-Parahou;Saint-Louis-et-Parahou;Z e sp
Saint-Louis-lès-Bitche;Saint-Louis-lès-Bitche;Z e sp
Saint-Loup;Saint-Loup;Z e sp
Saint-Loup-Cammas;Saint-Loup-Cammas;Z e sp
Saint-Loup-Géanges;Saint-Loup-Géanges;Z e sp
Saint-Loup-Hors;Saint-Loup-Hors;Z e sp
Saint-Loup-Lamairé;Saint-Loup-Lamairé;Z e sp
Saint-Loup-Nantouard;Saint-Loup-Nantouard;Z e sp
Saint-Loup-Terrier;Saint-Loup-Terrier;Z e sp
Saint-Loup-d'Ordon;Saint-Loup-d'Ordon;Z e sp
Saint-Loup-de-Buffigny;Saint-Loup-de-Buffigny;Z e sp
Saint-Loup-de-Naud;Saint-Loup-de-Naud;Z e sp
Saint-Loup-de-Varennes;Saint-Loup-de-Varennes;Z e sp
Saint-Loup-des-Bois;Saint-Loup-des-Bois;Z e sp
Saint-Loup-des-Chaumes;Saint-Loup-des-Chaumes;Z e sp
Saint-Loup-des-Vignes;Saint-Loup-des-Vignes;Z e sp
Saint-Loup-du-Dorat;Saint-Loup-du-Dorat;Z e sp
Saint-Loup-du-Gast;Saint-Loup-du-Gast;Z e sp
Saint-Loup-en-Champagne;Saint-Loup-en-Champagne;Z e sp
Saint-Loup-en-Comminges;Saint-Loup-en-Comminges;Z e sp
Saint-Loup-sur-Aujon;Saint-Loup-sur-Aujon;Z e sp
Saint-Loup-sur-Semouse;Saint-Loup-sur-Semouse;Z e sp
Saint-Lubin-de-Cravant;Saint-Lubin-de-Cravant;Z e sp
Saint-Lubin-de-la-Haye;Saint-Lubin-de-la-Haye;Z e sp
Saint-Lubin-des-Joncherets;Saint-Lubin-des-Joncherets;Z e sp
Saint-Lubin-en-Vergonnois;Saint-Lubin-en-Vergonnois;Z e sp
Saint-Luc;Saint-Luc;Z e sp
Saint-Lucien;Saint-Lucien;Z e sp
Saint-Lumier-en-Champagne;Saint-Lumier-en-Champagne;Z e sp
Saint-Lumier-la-Populeuse;Saint-Lumier-la-Populeuse;Z e sp
Saint-Lumine-de-Clisson;Saint-Lumine-de-Clisson;Z e sp
Saint-Lumine-de-Coutais;Saint-Lumine-de-Coutais;Z e sp
Saint-Lunaire;Saint-Lunaire;Z e sp
Saint-Luperce;Saint-Luperce;Z e sp
Saint-Lupien;Saint-Lupien;Z e sp
Saint-Lyphard;Saint-Lyphard;Z e sp
Saint-Lys;Saint-Lys;Z e sp
Saint-Lyé;Saint-Lyé;Z e sp
Saint-Lyé-la-Forêt;Saint-Lyé-la-Forêt;Z e sp
Saint-Léger;Saint-Léger;Z e sp
Saint-Léger-Bridereix;Saint-Léger-Bridereix;Z e sp
Saint-Léger-Dubosq;Saint-Léger-Dubosq;Z e sp
Saint-Léger-Magnazeix;Saint-Léger-Magnazeix;Z e sp
Saint-Léger-Triey;Saint-Léger-Triey;Z e sp
Saint-Léger-Vauban;Saint-Léger-Vauban;Z e sp
Saint-Léger-aux-Bois;Saint-Léger-aux-Bois;Z e sp
Saint-Léger-de-Balson;Saint-Léger-de-Balson;Z e sp
Saint-Léger-de-Fougeret;Saint-Léger-de-Fougeret;Z e sp
Saint-Léger-de-Linières;Saint-Léger-de-Linières;Z e sp
Saint-Léger-de-Montbrillais;Saint-Léger-de-Montbrillais;Z e sp
Saint-Léger-de-Montbrun;Saint-Léger-de-Montbrun;Z e sp
Saint-Léger-de-Peyre;Saint-Léger-de-Peyre;Z e sp
Saint-Léger-de-Rôtes;Saint-Léger-de-Rôtes;Z e sp
Saint-Léger-des-Aubées;Saint-Léger-des-Aubées;Z e sp
Saint-Léger-des-Prés;Saint-Léger-des-Prés;Z e sp
Saint-Léger-des-Vignes;Saint-Léger-des-Vignes;Z e sp
Saint-Léger-du-Bois;Saint-Léger-du-Bois;Z e sp
Saint-Léger-du-Bourg-Denis;Saint-Léger-du-Bourg-Denis;Z e sp
Saint-Léger-du-Gennetey;Saint-Léger-du-Gennetey;Z e sp
Saint-Léger-du-Malzieu;Saint-Léger-du-Malzieu;Z e sp
Saint-Léger-du-Ventoux;Saint-Léger-du-Ventoux;Z e sp
Saint-Léger-en-Bray;Saint-Léger-en-Bray;Z e sp
Saint-Léger-en-Yvelines;Saint-Léger-en-Yvelines;Z e sp
Saint-Léger-la-Montagne;Saint-Léger-la-Montagne;Z e sp
Saint-Léger-le-Guérétois;Saint-Léger-le-Guérétois;Z e sp
Saint-Léger-le-Petit;Saint-Léger-le-Petit;Z e sp
Saint-Léger-les-Mélèzes;Saint-Léger-les-Mélèzes;Z e sp
Saint-Léger-les-Vignes;Saint-Léger-les-Vignes;Z e sp
Saint-Léger-lès-Authie;Saint-Léger-lès-Authie;Z e sp
Saint-Léger-lès-Domart;Saint-Léger-lès-Domart;Z e sp
Saint-Léger-lès-Paray;Saint-Léger-lès-Paray;Z e sp
Saint-Léger-près-Troyes;Saint-Léger-près-Troyes;Z e sp
Saint-Léger-sous-Beuvray;Saint-Léger-sous-Beuvray;Z e sp
Saint-Léger-sous-Brienne;Saint-Léger-sous-Brienne;Z e sp
Saint-Léger-sous-Cholet;Saint-Léger-sous-Cholet;Z e sp
Saint-Léger-sous-Margerie;Saint-Léger-sous-Margerie;Z e sp
Saint-Léger-sous-la-Bussière;Saint-Léger-sous-la-Bussière;Z e sp
Saint-Léger-sur-Bresle;Saint-Léger-sur-Bresle;Z e sp
Saint-Léger-sur-Dheune;Saint-Léger-sur-Dheune;Z e sp
Saint-Léger-sur-Roanne;Saint-Léger-sur-Roanne;Z e sp
Saint-Léger-sur-Sarthe;Saint-Léger-sur-Sarthe;Z e sp
Saint-Léger-sur-Vouzance;Saint-Léger-sur-Vouzance;Z e sp
Saint-Léomer;Saint-Léomer;Z e sp
Saint-Léon;Saint-Léon;Z e sp
Saint-Léon-d'Issigeac;Saint-Léon-d'Issigeac;Z e sp
Saint-Léon-sur-Vézère;Saint-Léon-sur-Vézère;Z e sp
Saint-Léon-sur-l'Isle;Saint-Léon-sur-l'Isle;Z e sp
Saint-Léonard;Saint-Léonard;Z e sp
Saint-Léonard-de-Noblat;Saint-Léonard-de-Noblat;Z e sp
Saint-Léonard-des-Bois;Saint-Léonard-des-Bois;Z e sp
Saint-Léonard-des-Parcs;Saint-Léonard-des-Parcs;Z e sp
Saint-Léonard-en-Beauce;Saint-Léonard-en-Beauce;Z e sp
Saint-Léons;Saint-Léons;Z e sp
Saint-Léopardin-d'Augy;Saint-Léopardin-d'Augy;Z e sp
Saint-Léry;Saint-Léry;Z e sp
Saint-Lézer;Saint-Lézer;Z e sp
Saint-Lô;Saint-Lô;Z e sp
Saint-M'Hervé;Saint-M'Hervé;Z e sp
Saint-Macaire;Saint-Macaire;Z e sp
Saint-Macaire-du-Bois;Saint-Macaire-du-Bois;Z e sp
Saint-Maclou;Saint-Maclou;Z e sp
Saint-Maclou-de-Folleville;Saint-Maclou-de-Folleville;Z e sp
Saint-Maclou-la-Brière;Saint-Maclou-la-Brière;Z e sp
Saint-Macoux;Saint-Macoux;Z e sp
Saint-Maden;Saint-Maden;Z e sp
Saint-Magne;Saint-Magne;Z e sp
Saint-Magne-de-Castillon;Saint-Magne-de-Castillon;Z e sp
Saint-Maigner;Saint-Maigner;Z e sp
Saint-Maigrin;Saint-Maigrin;Z e sp
Saint-Maime;Saint-Maime;Z e sp
Saint-Maixant;Saint-Maixant;Z e sp
Saint-Maixent;Saint-Maixent;Z e sp
Saint-Maixent-de-Beugné;Saint-Maixent-de-Beugné;Z e sp
Saint-Maixent-l'École;Saint-Maixent-l'École;Z e sp
Saint-Maixent-sur-Vie;Saint-Maixent-sur-Vie;Z e sp
Saint-Maixme-Hauterive;Saint-Maixme-Hauterive;Z e sp
Saint-Malo;Saint-Malo;Z e sp
Saint-Malo-de-Beignon;Saint-Malo-de-Beignon;Z e sp
Saint-Malo-de-Guersac;Saint-Malo-de-Guersac;Z e sp
Saint-Malo-de-Phily;Saint-Malo-de-Phily;Z e sp
Saint-Malo-de-la-Lande;Saint-Malo-de-la-Lande;Z e sp
Saint-Malo-des-Trois-Fontaines;Saint-Malo-des-Trois-Fontaines;Z e sp
Saint-Malo-en-Donziois;Saint-Malo-en-Donziois;Z e sp
Saint-Malon-sur-Mel;Saint-Malon-sur-Mel;Z e sp
Saint-Malô-du-Bois;Saint-Malô-du-Bois;Z e sp
Saint-Mamert-du-Gard;Saint-Mamert-du-Gard;Z e sp
Saint-Mamet;Saint-Mamet;Z e sp
Saint-Mamet-la-Salvetat;Saint-Mamet-la-Salvetat;Z e sp
Saint-Mammès;Saint-Mammès;Z e sp
Saint-Mandrier-sur-Mer;Saint-Mandrier-sur-Mer;Z e sp
Saint-Mandé;Saint-Mandé;Z e sp
Saint-Mandé-sur-Brédoire;Saint-Mandé-sur-Brédoire;Z e sp
Saint-Manvieu-Norrey;Saint-Manvieu-Norrey;Z e sp
Saint-Marc-Jaumegarde;Saint-Marc-Jaumegarde;Z e sp
Saint-Marc-du-Cor;Saint-Marc-du-Cor;Z e sp
Saint-Marc-la-Lande;Saint-Marc-la-Lande;Z e sp
Saint-Marc-le-Blanc;Saint-Marc-le-Blanc;Z e sp
Saint-Marc-sur-Seine;Saint-Marc-sur-Seine;Z e sp
Saint-Marc-à-Frongier;Saint-Marc-à-Frongier;Z e sp
Saint-Marc-à-Loubaud;Saint-Marc-à-Loubaud;Z e sp
Saint-Marcan;Saint-Marcan;Z e sp
Saint-Marceau;Saint-Marceau;Z e sp
Saint-Marcel;Saint-Marcel;Z e sp
Saint-Marcel-Bel-Accueil;Saint-Marcel-Bel-Accueil;Z e sp
Saint-Marcel-Campes;Saint-Marcel-Campes;Z e sp
Saint-Marcel-Paulel;Saint-Marcel-Paulel;Z e sp
Saint-Marcel-d'Ardèche;Saint-Marcel-d'Ardèche;Z e sp
Saint-Marcel-d'Urfé;Saint-Marcel-d'Urfé;Z e sp
Saint-Marcel-de-Careiret;Saint-Marcel-de-Careiret;Z e sp
Saint-Marcel-de-Félines;Saint-Marcel-de-Félines;Z e sp
Saint-Marcel-du-Périgord;Saint-Marcel-du-Périgord;Z e sp
Saint-Marcel-en-Marcillat;Saint-Marcel-en-Marcillat;Z e sp
Saint-Marcel-en-Murat;Saint-Marcel-en-Murat;Z e sp
Saint-Marcel-l'Éclairé;Saint-Marcel-l'Éclairé;Z e sp
Saint-Marcel-lès-Annonay;Saint-Marcel-lès-Annonay;Z e sp
Saint-Marcel-lès-Sauzet;Saint-Marcel-lès-Sauzet;Z e sp
Saint-Marcel-lès-Valence;Saint-Marcel-lès-Valence;Z e sp
Saint-Marcel-sur-Aude;Saint-Marcel-sur-Aude;Z e sp
Saint-Marcelin-de-Cray;Saint-Marcelin-de-Cray;Z e sp
Saint-Marcellin;Saint-Marcellin;Z e sp
Saint-Marcellin-en-Forez;Saint-Marcellin-en-Forez;Z e sp
Saint-Marcellin-lès-Vaison;Saint-Marcellin-lès-Vaison;Z e sp
Saint-Marcet;Saint-Marcet;Z e sp
Saint-Marcory;Saint-Marcory;Z e sp
Saint-Marcouf;Saint-Marcouf;Z e sp
Saint-Mard;Saint-Mard;Z e sp
Saint-Mard-de-Réno;Saint-Mard-de-Réno;Z e sp
Saint-Mard-de-Vaux;Saint-Mard-de-Vaux;Z e sp
Saint-Mard-lès-Rouffy;Saint-Mard-lès-Rouffy;Z e sp
Saint-Mard-sur-Auve;Saint-Mard-sur-Auve;Z e sp
Saint-Mard-sur-le-Mont;Saint-Mard-sur-le-Mont;Z e sp
Saint-Mards;Saint-Mards;Z e sp
Saint-Mards-de-Blacarville;Saint-Mards-de-Blacarville;Z e sp
Saint-Mards-de-Fresne;Saint-Mards-de-Fresne;Z e sp
Saint-Mards-en-Othe;Saint-Mards-en-Othe;Z e sp
Saint-Marien;Saint-Marien;Z e sp
Saint-Mariens;Saint-Mariens;Z e sp
Saint-Mars-Vieux-Maisons;Saint-Mars-Vieux-Maisons;Z e sp
Saint-Mars-d'Outillé;Saint-Mars-d'Outillé;Z e sp
Saint-Mars-d'Égrenne;Saint-Mars-d'Égrenne;Z e sp
Saint-Mars-de-Coutais;Saint-Mars-de-Coutais;Z e sp
Saint-Mars-de-Locquenay;Saint-Mars-de-Locquenay;Z e sp
Saint-Mars-du-Désert;Saint-Mars-du-Désert;Z e sp
Saint-Mars-la-Brière;Saint-Mars-la-Brière;Z e sp
Saint-Mars-la-Réorthe;Saint-Mars-la-Réorthe;Z e sp
Saint-Mars-sur-Colmont;Saint-Mars-sur-Colmont;Z e sp
Saint-Mars-sur-la-Futaie;Saint-Mars-sur-la-Futaie;Z e sp
Saint-Marsal;Saint-Marsal;Z e sp
Saint-Martial;Saint-Martial;Z e sp
Saint-Martial-Entraygues;Saint-Martial-Entraygues;Z e sp
Saint-Martial-Viveyrol;Saint-Martial-Viveyrol;Z e sp
Saint-Martial-d'Albarède;Saint-Martial-d'Albarède;Z e sp
Saint-Martial-d'Artenset;Saint-Martial-d'Artenset;Z e sp
Saint-Martial-de-Gimel;Saint-Martial-de-Gimel;Z e sp
Saint-Martial-de-Mirambeau;Saint-Martial-de-Mirambeau;Z e sp
Saint-Martial-de-Nabirat;Saint-Martial-de-Nabirat;Z e sp
Saint-Martial-de-Valette;Saint-Martial-de-Valette;Z e sp
Saint-Martial-de-Vitaterne;Saint-Martial-de-Vitaterne;Z e sp
Saint-Martial-le-Mont;Saint-Martial-le-Mont;Z e sp
Saint-Martial-le-Vieux;Saint-Martial-le-Vieux;Z e sp
Saint-Martial-sur-Isop;Saint-Martial-sur-Isop;Z e sp
Saint-Martial-sur-Né;Saint-Martial-sur-Né;Z e sp
Saint-Martin;Saint-Martin;Z e sp
Saint-Martin-Belle-Roche;Saint-Martin-Belle-Roche;Z e sp
Saint-Martin-Boulogne;Saint-Martin-Boulogne;Z e sp
Saint-Martin-Cantalès;Saint-Martin-Cantalès;Z e sp
Saint-Martin-Choquel;Saint-Martin-Choquel;Z e sp
Saint-Martin-Château;Saint-Martin-Château;Z e sp
Saint-Martin-Curton;Saint-Martin-Curton;Z e sp
Saint-Martin-Gimois;Saint-Martin-Gimois;Z e sp
Saint-Martin-Labouval;Saint-Martin-Labouval;Z e sp
Saint-Martin-Lacaussade;Saint-Martin-Lacaussade;Z e sp
Saint-Martin-Laguépie;Saint-Martin-Laguépie;Z e sp
Saint-Martin-Lalande;Saint-Martin-Lalande;Z e sp
Saint-Martin-Lars-en-Sainte-Hermine;Saint-Martin-Lars-en-Sainte-Hermine;Z e sp
Saint-Martin-Lestra;Saint-Martin-Lestra;Z e sp
Saint-Martin-Longueau;Saint-Martin-Longueau;Z e sp
Saint-Martin-Lys;Saint-Martin-Lys;Z e sp
Saint-Martin-Osmonville;Saint-Martin-Osmonville;Z e sp
Saint-Martin-Petit;Saint-Martin-Petit;Z e sp
Saint-Martin-Rivière;Saint-Martin-Rivière;Z e sp
Saint-Martin-Saint-Firmin;Saint-Martin-Saint-Firmin;Z e sp
Saint-Martin-Sainte-Catherine;Saint-Martin-Sainte-Catherine;Z e sp
Saint-Martin-Sepert;Saint-Martin-Sepert;Z e sp
Saint-Martin-Terressus;Saint-Martin-Terressus;Z e sp
Saint-Martin-Valmeroux;Saint-Martin-Valmeroux;Z e sp
Saint-Martin-Vésubie;Saint-Martin-Vésubie;Z e sp
Saint-Martin-au-Bosc;Saint-Martin-au-Bosc;Z e sp
Saint-Martin-aux-Arbres;Saint-Martin-aux-Arbres;Z e sp
Saint-Martin-aux-Bois;Saint-Martin-aux-Bois;Z e sp
Saint-Martin-aux-Buneaux;Saint-Martin-aux-Buneaux;Z e sp
Saint-Martin-aux-Champs;Saint-Martin-aux-Champs;Z e sp
Saint-Martin-aux-Chartrains;Saint-Martin-aux-Chartrains;Z e sp
Saint-Martin-d'Abbat;Saint-Martin-d'Abbat;Z e sp
Saint-Martin-d'Ablois;Saint-Martin-d'Ablois;Z e sp
Saint-Martin-d'Août;Saint-Martin-d'Août;Z e sp
Saint-Martin-d'Arberoue;Saint-Martin-d'Arberoue;Z e sp
Saint-Martin-d'Arc;Saint-Martin-d'Arc;Z e sp
Saint-Martin-d'Ardèche;Saint-Martin-d'Ardèche;Z e sp
Saint-Martin-d'Armagnac;Saint-Martin-d'Armagnac;Z e sp
Saint-Martin-d'Arrossa;Saint-Martin-d'Arrossa;Z e sp
Saint-Martin-d'Ary;Saint-Martin-d'Ary;Z e sp
Saint-Martin-d'Aubigny;Saint-Martin-d'Aubigny;Z e sp
Saint-Martin-d'Audouville;Saint-Martin-d'Audouville;Z e sp
Saint-Martin-d'Auxigny;Saint-Martin-d'Auxigny;Z e sp
Saint-Martin-d'Auxy;Saint-Martin-d'Auxy;Z e sp
Saint-Martin-d'Entraunes;Saint-Martin-d'Entraunes;Z e sp
Saint-Martin-d'Estréaux;Saint-Martin-d'Estréaux;Z e sp
Saint-Martin-d'Hardinghem;Saint-Martin-d'Hardinghem;Z e sp
Saint-Martin-d'Heuille;Saint-Martin-d'Heuille;Z e sp
Saint-Martin-d'Hères;Saint-Martin-d'Hères;Z e sp
Saint-Martin-d'Ollières;Saint-Martin-d'Ollières;Z e sp
Saint-Martin-d'Oney;Saint-Martin-d'Oney;Z e sp
Saint-Martin-d'Ordon;Saint-Martin-d'Ordon;Z e sp
Saint-Martin-d'Oydes;Saint-Martin-d'Oydes;Z e sp
Saint-Martin-d'Uriage;Saint-Martin-d'Uriage;Z e sp
Saint-Martin-d'Écublei;Saint-Martin-d'Écublei;Z e sp
Saint-Martin-de-Bavel;Saint-Martin-de-Bavel;Z e sp
Saint-Martin-de-Beauville;Saint-Martin-de-Beauville;Z e sp
Saint-Martin-de-Bernegoue;Saint-Martin-de-Bernegoue;Z e sp
Saint-Martin-de-Bienfaite-la-Cressonnière;Saint-Martin-de-Bienfaite-la-Cressonnière;Z e sp
Saint-Martin-de-Blagny;Saint-Martin-de-Blagny;Z e sp
Saint-Martin-de-Bonfossé;Saint-Martin-de-Bonfossé;Z e sp
Saint-Martin-de-Boscherville;Saint-Martin-de-Boscherville;Z e sp
Saint-Martin-de-Bossenay;Saint-Martin-de-Bossenay;Z e sp
Saint-Martin-de-Boubaux;Saint-Martin-de-Boubaux;Z e sp
Saint-Martin-de-Bréthencourt;Saint-Martin-de-Bréthencourt;Z e sp
Saint-Martin-de-Brômes;Saint-Martin-de-Brômes;Z e sp
Saint-Martin-de-Caralp;Saint-Martin-de-Caralp;Z e sp
Saint-Martin-de-Castillon;Saint-Martin-de-Castillon;Z e sp
Saint-Martin-de-Cenilly;Saint-Martin-de-Cenilly;Z e sp
Saint-Martin-de-Clelles;Saint-Martin-de-Clelles;Z e sp
Saint-Martin-de-Commune;Saint-Martin-de-Commune;Z e sp
Saint-Martin-de-Coux;Saint-Martin-de-Coux;Z e sp
Saint-Martin-de-Crau;Saint-Martin-de-Crau;Z e sp
Saint-Martin-de-Fenouillet;Saint-Martin-de-Fenouillet;Z e sp
Saint-Martin-de-Fontenay;Saint-Martin-de-Fontenay;Z e sp
Saint-Martin-de-Fraigneau;Saint-Martin-de-Fraigneau;Z e sp
Saint-Martin-de-Fressengeas;Saint-Martin-de-Fressengeas;Z e sp
Saint-Martin-de-Fugères;Saint-Martin-de-Fugères;Z e sp
Saint-Martin-de-Goyne;Saint-Martin-de-Goyne;Z e sp
Saint-Martin-de-Gurson;Saint-Martin-de-Gurson;Z e sp
Saint-Martin-de-Hinx;Saint-Martin-de-Hinx;Z e sp
Saint-Martin-de-Juillers;Saint-Martin-de-Juillers;Z e sp
Saint-Martin-de-Jussac;Saint-Martin-de-Jussac;Z e sp
Saint-Martin-de-Lansuscle;Saint-Martin-de-Lansuscle;Z e sp
Saint-Martin-de-Laye;Saint-Martin-de-Laye;Z e sp
Saint-Martin-de-Lenne;Saint-Martin-de-Lenne;Z e sp
Saint-Martin-de-Lerm;Saint-Martin-de-Lerm;Z e sp
Saint-Martin-de-Lixy;Saint-Martin-de-Lixy;Z e sp
Saint-Martin-de-Londres;Saint-Martin-de-Londres;Z e sp
Saint-Martin-de-Mailloc;Saint-Martin-de-Mailloc;Z e sp
Saint-Martin-de-Mieux;Saint-Martin-de-Mieux;Z e sp
Saint-Martin-de-Mâcon;Saint-Martin-de-Mâcon;Z e sp
Saint-Martin-de-Nigelles;Saint-Martin-de-Nigelles;Z e sp
Saint-Martin-de-Pallières;Saint-Martin-de-Pallières;Z e sp
Saint-Martin-de-Queyrières;Saint-Martin-de-Queyrières;Z e sp
Saint-Martin-de-Ribérac;Saint-Martin-de-Ribérac;Z e sp
Saint-Martin-de-Ré;Saint-Martin-de-Ré;Z e sp
Saint-Martin-de-Saint-Maixent;Saint-Martin-de-Saint-Maixent;Z e sp
Saint-Martin-de-Salencey;Saint-Martin-de-Salencey;Z e sp
Saint-Martin-de-Sanzay;Saint-Martin-de-Sanzay;Z e sp
Saint-Martin-de-Seignanx;Saint-Martin-de-Seignanx;Z e sp
Saint-Martin-de-Sescas;Saint-Martin-de-Sescas;Z e sp
Saint-Martin-de-Valamas;Saint-Martin-de-Valamas;Z e sp
Saint-Martin-de-Valgalgues;Saint-Martin-de-Valgalgues;Z e sp
Saint-Martin-de-Varreville;Saint-Martin-de-Varreville;Z e sp
Saint-Martin-de-Vaulserre;Saint-Martin-de-Vaulserre;Z e sp
Saint-Martin-de-Villereglan;Saint-Martin-de-Villereglan;Z e sp
Saint-Martin-de-Villeréal;Saint-Martin-de-Villeréal;Z e sp
Saint-Martin-de-l'Arçon;Saint-Martin-de-l'Arçon;Z e sp
Saint-Martin-de-la-Brasque;Saint-Martin-de-la-Brasque;Z e sp
Saint-Martin-de-la-Cluze;Saint-Martin-de-la-Cluze;Z e sp
Saint-Martin-de-la-Lieue;Saint-Martin-de-la-Lieue;Z e sp
Saint-Martin-de-la-Mer;Saint-Martin-de-la-Mer;Z e sp
Saint-Martin-de-la-Porte;Saint-Martin-de-la-Porte;Z e sp
Saint-Martin-des-Bois;Saint-Martin-des-Bois;Z e sp
Saint-Martin-des-Champs;Saint-Martin-des-Champs;Z e sp
Saint-Martin-des-Combes;Saint-Martin-des-Combes;Z e sp
Saint-Martin-des-Entrées;Saint-Martin-des-Entrées;Z e sp
Saint-Martin-des-Fontaines;Saint-Martin-des-Fontaines;Z e sp
Saint-Martin-des-Lais;Saint-Martin-des-Lais;Z e sp
Saint-Martin-des-Landes;Saint-Martin-des-Landes;Z e sp
Saint-Martin-des-Monts;Saint-Martin-des-Monts;Z e sp
Saint-Martin-des-Noyers;Saint-Martin-des-Noyers;Z e sp
Saint-Martin-des-Olmes;Saint-Martin-des-Olmes;Z e sp
Saint-Martin-des-Plains;Saint-Martin-des-Plains;Z e sp
Saint-Martin-des-Prés;Saint-Martin-des-Prés;Z e sp
Saint-Martin-des-Puits;Saint-Martin-des-Puits;Z e sp
Saint-Martin-des-Pézerits;Saint-Martin-des-Pézerits;Z e sp
Saint-Martin-des-Tilleuls;Saint-Martin-des-Tilleuls;Z e sp
Saint-Martin-du-Bec;Saint-Martin-du-Bec;Z e sp
Saint-Martin-du-Bois;Saint-Martin-du-Bois;Z e sp
Saint-Martin-du-Boschet;Saint-Martin-du-Boschet;Z e sp
Saint-Martin-du-Clocher;Saint-Martin-du-Clocher;Z e sp
Saint-Martin-du-Fouilloux;Saint-Martin-du-Fouilloux;Z e sp
Saint-Martin-du-Frêne;Saint-Martin-du-Frêne;Z e sp
Saint-Martin-du-Lac;Saint-Martin-du-Lac;Z e sp
Saint-Martin-du-Limet;Saint-Martin-du-Limet;Z e sp
Saint-Martin-du-Manoir;Saint-Martin-du-Manoir;Z e sp
Saint-Martin-du-Mont;Saint-Martin-du-Mont;Z e sp
Saint-Martin-du-Puy;Saint-Martin-du-Puy;Z e sp
Saint-Martin-du-Tartre;Saint-Martin-du-Tartre;Z e sp
Saint-Martin-du-Tertre;Saint-Martin-du-Tertre;Z e sp
Saint-Martin-du-Tilleul;Saint-Martin-du-Tilleul;Z e sp
Saint-Martin-du-Var;Saint-Martin-du-Var;Z e sp
Saint-Martin-du-Vieux-Bellême;Saint-Martin-du-Vieux-Bellême;Z e sp
Saint-Martin-du-Vivier;Saint-Martin-du-Vivier;Z e sp
Saint-Martin-en-Bière;Saint-Martin-en-Bière;Z e sp
Saint-Martin-en-Bresse;Saint-Martin-en-Bresse;Z e sp
Saint-Martin-en-Gâtinois;Saint-Martin-en-Gâtinois;Z e sp
Saint-Martin-en-Haut;Saint-Martin-en-Haut;Z e sp
Saint-Martin-en-Vercors;Saint-Martin-en-Vercors;Z e sp
Saint-Martin-l'Aiguillon;Saint-Martin-l'Aiguillon;Z e sp
Saint-Martin-l'Ars;Saint-Martin-l'Ars;Z e sp
Saint-Martin-l'Astier;Saint-Martin-l'Astier;Z e sp
Saint-Martin-l'Heureux;Saint-Martin-l'Heureux;Z e sp
Saint-Martin-l'Hortier;Saint-Martin-l'Hortier;Z e sp
Saint-Martin-la-Campagne;Saint-Martin-la-Campagne;Z e sp
Saint-Martin-la-Garenne;Saint-Martin-la-Garenne;Z e sp
Saint-Martin-la-Méanne;Saint-Martin-la-Méanne;Z e sp
Saint-Martin-la-Pallu;Saint-Martin-la-Pallu;Z e sp
Saint-Martin-la-Patrouille;Saint-Martin-la-Patrouille;Z e sp
Saint-Martin-la-Plaine;Saint-Martin-la-Plaine;Z e sp
Saint-Martin-la-Sauveté;Saint-Martin-la-Sauveté;Z e sp
Saint-Martin-le-Beau;Saint-Martin-le-Beau;Z e sp
Saint-Martin-le-Bouillant;Saint-Martin-le-Bouillant;Z e sp
Saint-Martin-le-Châtel;Saint-Martin-le-Châtel;Z e sp
Saint-Martin-le-Colonel;Saint-Martin-le-Colonel;Z e sp
Saint-Martin-le-Gaillard;Saint-Martin-le-Gaillard;Z e sp
Saint-Martin-le-Gréard;Saint-Martin-le-Gréard;Z e sp
Saint-Martin-le-Mault;Saint-Martin-le-Mault;Z e sp
Saint-Martin-le-Nœud;Saint-Martin-le-Nœud;Z e sp
Saint-Martin-le-Pin;Saint-Martin-le-Pin;Z e sp
Saint-Martin-le-Redon;Saint-Martin-le-Redon;Z e sp
Saint-Martin-le-Vieil;Saint-Martin-le-Vieil;Z e sp
Saint-Martin-le-Vieux;Saint-Martin-le-Vieux;Z e sp
Saint-Martin-le-Vinoux;Saint-Martin-le-Vinoux;Z e sp
Saint-Martin-les-Eaux;Saint-Martin-les-Eaux;Z e sp
Saint-Martin-lez-Tatinghem;Saint-Martin-lez-Tatinghem;Z e sp
Saint-Martin-lès-Langres;Saint-Martin-lès-Langres;Z e sp
Saint-Martin-lès-Seyne;Saint-Martin-lès-Seyne;Z e sp
Saint-Martin-sous-Montaigu;Saint-Martin-sous-Montaigu;Z e sp
Saint-Martin-sous-Vigouroux;Saint-Martin-sous-Vigouroux;Z e sp
Saint-Martin-sur-Armançon;Saint-Martin-sur-Armançon;Z e sp
Saint-Martin-sur-Cojeul;Saint-Martin-sur-Cojeul;Z e sp
Saint-Martin-sur-Lavezon;Saint-Martin-sur-Lavezon;Z e sp
